business_name,address,phone,website,google_maps_url,rating,total_reviews,reviews_sampled,unanswered_count,unanswered_low_rating,worst_unanswered_stars,sample_reviewer,sample_review_stars,sample_review_snippet,email,email_sent,replied,notes
"Viaggio Restaurant Chicago","1027 W Madison St, Chicago, IL 60607, USA","(312) 829-3333","https://viaggiochicago.com/?utm_source=google","https://maps.google.com/?cid=983911483627424985&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","936","5","5","1","3","Julias Bento","3","The food was good, nothing mind blowing, but not complaining about that, the ambiance a usual Italian style…  where I fe","","","",""
"Rose Mary","932 W Fulton St, Chicago, IL 60607, USA","(872) 260-3921","https://www.rosemarychicago.com/","https://maps.google.com/?cid=1628302229668798411&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1785","5","5","1","3","Minal Shah","3","This place was ok nothing to rave about.  The zucchini fritters and the bread were the best thing on the menu. Pasta was","","","",""
"avec Restaurant","615 W Randolph St, Chicago, IL 60661, USA","(312) 377-2002","http://www.avecrestaurant.com/","https://maps.google.com/?cid=2082550752516069695&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","2367","5","5","1","3","Jesse Palma","3","I came here for brunch during Restaurant Week with my brother and was really looking forward to it, but the experience w","","","",""
"The VIG West Loop","312 N Carpenter St, Chicago, IL 60607, USA","(312) 754-0993","https://www.thevigwestloop.com/","https://maps.google.com/?cid=5451597363696060045&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","1249","5","5","1","3","Manal Hajire","3","The Vig West Loop is a really nice spot, pretty big space and the host was lovely! At first, service was great, but late","","","",""
"Smyth","177 N Ada St #101, Chicago, IL 60607, USA","(773) 913-3773","https://www.smythchicago.com/","https://maps.google.com/?cid=8626814694854926596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1325","5","5","1","3","Brysen Kawamura","3","I took my partner here for a birthday experience and left confused and slightly regretful. We paid for the chefs menu an","","","",""
"Kindling | Downtown Cookout & Cocktails","202 S Franklin St, Chicago, IL 60606, USA","(312) 789-5992","https://www.kindlingchicago.com/","https://maps.google.com/?cid=12794938245454007505&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","550","5","5","1","2","Cindy Li","2","Made a reservation for Restaurant Week with my sister. We started off with half a dozen raw oysters but unfortunately, w","","","",""
"Venteux Brasserie, Cafe & Oyster Bar","224 N Michigan Ave, Chicago, IL 60601, USA","(312) 777-9003","http://venteuxchicago.com/","https://maps.google.com/?cid=13148067284185319072&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","1086","5","5","1","1","lou teisseire","1","So I really wanted to like this place but wow, where do I even start.  Ordered an iced matcha with oat milk and asked if","","","",""
"Flat Top Grill","30 S Wabash Ave, Chicago, IL 60603, USA","(312) 726-8400","https://www.flattopgrill.com/locations","https://maps.google.com/?cid=6713292414190121534&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","3491","5","5","1","1","Thao D.","1","Group work outing with about 15 of us. Initially we were refused service as we requested to pay individually, but a coll","","","",""
"Nonnina","340 N Clark St, Chicago, IL 60654, USA","(312) 822-0077","http://nonninachicago.com/","https://maps.google.com/?cid=2288532733794690502&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1359","5","5","1","3","K J","3","Nonnina was an average experience. We had the pappardelle, spaghetti and meatballs, and fritto misto. They were okay, bu","","","",""
"Terrace 16","401 N Wabash Ave 16th Floor, Chicago, IL 60611, USA","(312) 588-8030","https://www.trumphotels.com/chicago/dining/fine-dining-chicago?utm_source=gmb&utm_medium=Yext","https://maps.google.com/?cid=282518315180438682&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","749","5","5","1","3","Bavdun Umar","3","Super view but the food and especially deserts looked awful. and drinks wasn’t great for 16 dollars. Not Recommend someh","","","",""
"Flight Club Chicago","111 W Wacker Dr, Chicago, IL 60601, USA","(312) 284-2474","https://www.flightclubdartsusa.com/chicago","https://maps.google.com/?cid=6634553816882629042&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1900","5","5","1","3","Rachel Arias - Tripp III","3","First time here, went for a work gathering. The place is easy enough to get to but not sure of parking availability or t","","","",""
"Travelle at The Langham, Chicago","330 N Wabash Ave, Chicago, IL 60611, USA","(312) 923-7705","https://www.travellechicago.com/?utm_campaign=tlchi&utm_medium=organic+&utm_source=yext&utm_content=na&utm_id=google_travelle_ads_profile_en_20220628&y_source=1_MTIwMTkxMjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","https://maps.google.com/?cid=7511062248870973799&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","521","5","5","1","3","Kelly Wen","3","Came back here for Chicago Restaurant Week and it was a bit disappointing. Imo, the food selected for CRW wasn't really ","","","",""
"Elephant & Castle","111 W Adams St, Chicago, IL 60603, USA","(312) 236-6656","https://www.elephantcastle.com/en/locations/il/chicago/111-west-adams-street","https://maps.google.com/?cid=13328650119812647435&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","2538","5","5","1","2","vkl0253","2","Drinks. I love the lychee martini and the old fashion was a full pour. Service. Great. Our waitress was very friendly. F","","","",""
"The Dearborn","145 N Dearborn St, Chicago, IL 60602, USA","(312) 384-1242","http://www.thedearborntavern.com/","https://maps.google.com/?cid=10334251053703883099&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","9025","5","5","0","4","A P","4","Love this atmosphere.  So many unique areas to sit and dine. Thee service was fantastic! Friendly, knowledgeable and tim","","","",""
"Aba","302 N Green St 3rd Floor, Chicago, IL 60607, USA","(773) 645-1400","http://www.abarestaurants.com/","https://maps.google.com/?cid=9209547638817621522&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","9500","5","5","0","4","LeAndra Rivera","4","Beautiful atmosphere the best service. I especially enjoyed the dips and appetizer plates. The meats (kebabs and skirt s","","","",""
"River Roast","315 N LaSalle St, Chicago, IL 60654, USA","(312) 822-0100","https://www.riverroastchicago.com/","https://maps.google.com/?cid=8998798319887580743&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","5448","5","5","0","4","Skyy Strike","4","The view of the river is beautiful and the chicken is fabulous. If we were to return, however, we would have the chicken","","","",""
"Beatnik On The River","180 N Wacker Dr, Chicago, IL 60606, USA","(312) 526-3345","http://beatnikontheriver.com/","https://maps.google.com/?cid=11825491033831278684&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","3036","5","5","0","4","J","4","Pretty cool place. We came here for brunch. Great coffee. Mezze Board was delicious. Brunch was good, not a top CHI favo","","","",""
"AMBAR Restaurant, Chicago","700 N Clark St, Chicago, IL 60654, USA","(312) 547-1700","https://ambarrestaurant.com/ambarchicago?utm_source=google","https://maps.google.com/?cid=12092422655203918289&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","1697","5","5","0","5","Zlata Masya","5","Good place! We decided to go with the $55 per person unlimited option, and the concept is actually very interesting. You","","","",""
"Elephant & Castle","185 N Wabash Ave, Chicago, IL 60601, USA","(312) 345-1710","https://www.elephantcastle.com/en/locations/il/chicago/185-north-wabash-avenue","https://maps.google.com/?cid=16944222316617059043&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","2931","5","5","0","4","Andrew Williams","4","Reviewing all scotch eggs in the area so the food rating is only for that item. It’s full of various flavors, as a scotc","","","",""
"Remington's","20 N Michigan Ave, Chicago, IL 60602, USA","(312) 782-6000","http://www.remingtonschicago.com/?y_source=1_NDYzMDg0MTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","https://maps.google.com/?cid=10481072841389147234&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","2710","5","5","0","4","Marianne - Italianwifey","4","Pre-concert dinner with my cousins was at Remington‘s. I’ve been to this restaurant once before for dinner. Our server w","","","",""
"Roanoke Restaurant","135 W Madison St, Chicago, IL 60602, USA","(312) 361-3800","http://www.theroanokerestaurant.com/","https://maps.google.com/?cid=6443273368172164988&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","2042","5","5","0","4","Bill","4","The cheese curds and the fig & prosciutto pizza were both delicious, and the rotisserie lamb sandwich was packed with fl","","","",""
"Crying Tiger","51 W Hubbard St, Chicago, IL 60654, USA","(312) 736-0183","https://cryingtiger.com/","https://maps.google.com/?cid=18211127411922263887&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","1354","5","5","0","5","Jesse Palma","5","This restaurant is definitely worth the hype! My friends and I were thrilled to snag a last minute dinner reservation on","","","",""
"Bar Mar","120 N Wacker Dr, Chicago, IL 60606, USA","(312) 820-6602","https://www.thebazaar.com/location/bar-mar-chicago","https://maps.google.com/?cid=14404782675196885270&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1176","5","5","0","5","Natalie Tasminskaya","5","I’m always happy to be back at Bar Mar and this Valentine’s Day visit was honestly one of the best yet. The food is alwa","","","",""
"Labriola Ristorante - Chicago","535 N Michigan Ave, Chicago, IL 60611, USA","(312) 955-3100","https://www.labriolacafe.com/","https://maps.google.com/?cid=10477839186575790604&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","4537","5","5","0","4","Ellen Phillips","4","We stumbled on this place and it was amazing. First of all you can’t miss the amazing aroma of Italian food. The food wa","","","",""
"Summer House Santa Monica","1954 N Halsted St, Chicago, IL 60614, USA","(773) 634-4100","https://www.summerhouserestaurants.com/?utm_source=google&utm_medium=social&utm_campaign=SHSMLP-GBiz","https://maps.google.com/?cid=15127580909077574493&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","7182","5","5","0","4","A H (Good Ol Reviews)","4","Great atmosphere, mediocre food  Atmosphere: I stepped in for lunch during the week. I was seated immediately in the nat","","","",""
"Cindy's Rooftop","12 S Michigan Ave, Chicago, IL 60603, USA","(312) 792-3502","http://www.cindysrooftop.com/","https://maps.google.com/?cid=17381083969962941052&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","5440","5","5","0","4","Tyler Cymet","4","You can’t argue with an incredible view. Beautiful view of Grant park, the Lake and the Art Institute. Comfortable space","","","",""
"Little Goat Diner","3325 N Southport Ave, Chicago, IL 60657, USA","(773) 819-7673","https://littlegoatchicago.com/","https://maps.google.com/?cid=15991765332655726279&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","10077","5","5","0","4","annie","4","while pricey, the food is pretty good. i really liked the shrimp sammie and the salted maple hojicha latte. service was ","","","",""
"The Gage","24 S Michigan Ave, Chicago, IL 60603, USA","(312) 372-4243","https://thegagechicago.com/","https://maps.google.com/?cid=130736374281788176&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","5033","5","5","0","4","Peter Dixon","4","This was a good dinner. I had an incredible glass of wine off a reasonably priced wine by the glass list full of actuall","","","",""
"PLANTA Chicago","413 N Clark St, Chicago, IL 60654, USA","(630) 691-7238","https://www.plantarestaurants.com/location/planta-chicago/","https://maps.google.com/?cid=12434772062364923959&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","2231","5","5","0","4","Mayur Dhaniwala","4","Planta Queen is a great option in Chicago if you’re looking for a fun night out with creative food that happens to be fu","","","",""
"Wildberry Pancakes & Cafe","130 E Randolph St, Chicago, IL 60601, USA","(312) 938-9777","https://wildberrycafe.com/prudential.php","https://maps.google.com/?cid=10750025147147960085&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","9631","5","5","0","4","J. Thompson","4","Had a few minutes of a wait but not too long. The food was good. Pancakes were okay. I didnt go all out and oot for the ","","","",""
"Gibsons Italia","233 N Canal St, Chicago, IL 60606, USA","(312) 414-1100","https://www.gibsonsitalia.com/","https://maps.google.com/?cid=6099501835260677183&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","4158","5","5","0","5","Deanna FayCurry","5","We had a wonderful dining experience at Gibson’s Italia! The food was absolutely delicious—fresh, flavorful, and beautif","","","",""
"Doc B's Restaurant (River North)","55 E Grand Ave, Chicago, IL 60611, USA","(312) 999-9300","https://docbsrestaurant.com/locations/chicago-river-north","https://maps.google.com/?cid=16667742058924215432&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","3051","5","5","0","4","ARI K PRODUCTION (Arian Khoroushi)","4","Doc B’s is a really solid spot with great food, a comfortable atmosphere, and friendly service. The dishes are always fr","","","",""
"RAISED | An Urban Rooftop Bar","1 W Wacker Dr, Chicago, IL 60601, USA","(312) 795-3444","https://www.raisedbarchicago.com/","https://maps.google.com/?cid=9170172767063021785&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","1536","5","5","0","5","Tonya","5","Nice vibes + good food and drinks = a great birthday celebration. When our party of 8 arrived there was a long wait for ","","","",""
"Beatrix Loop","155 N Wacker Dr, Chicago, IL 60606, USA","(312) 736-0404","https://www.beatrixrestaurants.com/beatrix/loop/","https://maps.google.com/?cid=3472891957784273027&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","700","5","5","0","5","Kelly CS","5","My friend and I stopped here for happy hour on a Friday afternoon and it was a complete vibe. We sat at the bar and got ","","","",""
"Kitchen + Kocktails By Kevin Kelley - Chicago","339 N Dearborn St, Chicago, IL 60654, USA","(312) 847-5543","http://kitchenkocktailsusa.com/","https://maps.google.com/?cid=7958031046481470143&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","16325","5","5","0","4","Tiffany","4","Got there around 4:45 PM, Fatima was nice ! I decided to sit at the bar. Cam took my food and drink order. It was happy ","","","",""
"Sophia Steak Chicago","748 N State St, Chicago, IL 60654, USA","(773) 569-3522","https://sophiasteak.com/","https://maps.google.com/?cid=2282328380003939610&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","510","5","5","0","5","Justin","5","This was our last dinner for restaraunt week and we are so glad we came after seeing other good reviews on it!  We start","","","",""
"RPM Seafood","317 N Clark St, Chicago, IL 60654, USA","(312) 900-9035","http://rpmrestaurants.com/rpm-seafood/","https://maps.google.com/?cid=17557972303915198800&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","5933","5","5","0","4","Amanda Zampieri","4","This place is very cozy, with great lighting and a calm atmosphere. The food was delicious — our fish dishes were excell","","","",""
"Broken English Taco Pub","75 E Lake St, Chicago, IL 60601, USA","(312) 929-3601","https://www.tacopub.com/","https://maps.google.com/?cid=13124381189420381560&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","4732","5","5","0","4","Nathan Nicholas","4","Fun spot with decent food. We’re traveling and had a super long day so didn’t do drinks but the margs looked great. Our ","","","",""
"Exchequer Restaurant & Pub","226 S Wabash Ave, Chicago, IL 60604, USA","(312) 939-5633","http://www.exchequerpub.com/","https://maps.google.com/?cid=3110015062117654380&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","3091","5","5","0","5","Jill B","5","Really cool restaurant/bar with lots of history.  We had the Chicago deep dish pizza with sausage and Italian beef and R","","","",""
"State and Lake Chicago Tavern","201 N State St Floor 1, Chicago, IL 60601, USA","(312) 239-9400","https://stateandlakechicago.com/?y_source=1_MTU0MDUzNDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","https://maps.google.com/?cid=17269827924935011587&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","1020","5","5","0","4","Tony H","4","Food... pretty decent! My steak was cooked perfect to order (medium-rare, as if there's any other way to eat a steak lol","","","",""
"Frontera Grill","445 N Clark St, Chicago, IL 60654, USA","(312) 661-1434","https://www.fronteragrill.com/","https://maps.google.com/?cid=4051135207485635543&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","3370","5","5","0","4","Isabelle Hofgaertner","4","We had an absolutely delicious meal at Frontera. The food was top notch - very authentic flavors. The table side margari","","","",""
"Acanto","18 S Michigan Ave, Chicago, IL 60603, USA","(312) 578-0763","https://www.acantochicago.com/","https://maps.google.com/?cid=857717032410439424&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1148","5","5","0","5","Jordan C","5","Stopped in for a late lunch and was excited to find happy hour from 2-5 which included a decent variety of food and drin","","","",""
"ROOF on theWit","201 N State St 27th Floor, Chicago, IL 60601, USA","(312) 239-9502","http://www.roofonthewit.com/","https://maps.google.com/?cid=5429763138968559120&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","2203","5","5","0","4","Sam Martinez","4","Arrived at the restaurant and the host just directed me straight to the bar top due to just being one person which I ass","","","",""
"Petterinos","150 N Dearborn St, Chicago, IL 60601, USA","(312) 422-0150","https://petterinos.com/","https://maps.google.com/?cid=10772972920853116446&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","2122","5","5","0","4","Claudene Simpson","4","We went after an Opera Matinée during the week, so we got there around 4:30 pm when it was quiet. The wait staff was att","","","",""
"Roka Akor - Chicago","456 N Clark St, Chicago, IL 60654, USA","(312) 477-7652","https://rokaakor.com/","https://maps.google.com/?cid=6221646778107819994&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","2209","5","5","0","5","Bryon Schmitz","5","Very impressed with the service and food at Roka Akor on Clark St. We ordered a couple shareables and two rolls along wi","","","",""
"South Branch Tavern & Grille (The Loop - Chicago)","100 S Wacker Dr, Chicago, IL 60606, USA","(312) 546-6177","http://www.southbranchchicago.com/","https://maps.google.com/?cid=17428682362079228946&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","3026","5","5","0","4","-b","4","Stopped by here for a quick lunch on the way home from a meeting downtown. Ordered the buffalo rolls and they were hones","","","",""
"Chicago Cut Steakhouse","300 N La Salle Dr, Chicago, IL 60654, USA","(312) 329-1800","http://www.chicagocutsteakhouse.com/","https://maps.google.com/?cid=9294240848300660600&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","3258","5","5","0","4","Jacob Nunnenkamp","4","Unfortunately we didn’t get a picture of the fillet sliders but they were by far the best thing we ate all night. Also n","","","",""
"Blue Fire Restaurant","7438 W North Ave, Elmwood Park, IL 60707, USA","(708) 453-2155","https://bluefirerestaurant.com/?utm_source=googlemaps","https://maps.google.com/?cid=8984666728906298291&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","1137","5","5","0","4","H H (Mom42millenials)","4","What a find ! Came on a Monday evening and had fabulous service and tasty food. A bit dark for my liking but they have l","","","",""
"The Marq","60 W Adams St, Chicago, IL 60603, USA","(312) 600-4434","http://www.themarqchicago.com/","https://maps.google.com/?cid=2115237440027026030&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1353","5","5","0","4","Ilhan Tanir","4","I stopped by the bar for lunch and ordered the Reuben sandwich with a glass of beer before catching up with my flight. T","","","",""
"Smith & Wollensky - Chicago","318 N State St, Chicago, IL 60654, USA","(312) 670-9900","https://www.smithandwollensky.com/locations/chicago/","https://maps.google.com/?cid=3341069098741303602&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","3478","5","5","0","5","John Rustrick","5","Old fashioned steakhouse on the Chicago river. Service was great. Food was great. Amazing wine list to suit all budget r","","","",""
