business_name,address,phone,website,google_maps_url,rating,total_reviews,reviews_sampled,unanswered_count,unanswered_low_rating,worst_unanswered_stars,sample_reviewer,sample_review_stars,sample_review_snippet,email,email_sent,replied,notes,email_step1_sent
"Empress Tavern","1013 K St, Sacramento, CA 95814, USA","(916) 476-3356","https://www.empresstavern.com/","https://maps.google.com/?cid=8676758340953247458&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","558","5","5","2","3","Jason Shultz","3","It’s not the same since the covid and they sold the name to the theater upstairs. The menu is really limited and the coc","shannin@alchemistcdc.org","","","","2026-05-02"
"ReUnion Underground","926 2nd St, Sacramento, CA 95814, USA","(916) 840-5528","https://www.instagram.com/reunionunderground/","https://maps.google.com/?cid=8643210161174338080&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4","38","5","5","2","1","sherry Collier","1","There's a restaurant inside the union called peach oliver's. The food I got was the ribs no seasoning, and it was cooked","info@instagram.com","","","","2026-05-02"
"Urban Plates","2080 Fair Oaks Blvd, Sacramento, CA 95825, USA","(916) 963-8221","https://urbanplates.com/","https://maps.google.com/?cid=877854296147407351&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","3436","5","5","1","3","Mikal Lee Tuyen","3","Fist time eating in this newly establishment. Loved the location and atmosphere. It’s opened and spacious and majority o","info@urbanplates.com","","","","2026-05-02"
"The Porch Restaurant & Bar","1815 K St, Sacramento, CA 95811, USA","(916) 444-2423","http://www.theporchrestaurantandbar.com/","https://maps.google.com/?cid=11112432521410577067&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","1830","5","5","1","1","Gina A.","1","Food came cold and lacking flavor. Eggs cold. Needed salt, pepper and hot sauce. Potatoes rock hard, could not eat. Also","theporchsacramento@sbcglobal.net","","","","2026-05-02"
"Iron Horse Tavern - R St. Sacramento","1800 15th St, Sacramento, CA 95811, USA","(916) 448-4488","http://www.ironhorsetavern.net/","https://maps.google.com/?cid=8268656273988749765&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","3151","5","5","1","3","Alison M C","3","Great brunch. Good fried chicken and waffle. Nice eggs benny. I wished for different garnishes (regular syrup vs. jalape","info@ironhorsetavern.net","","","","2026-05-02"
"The Firehouse Restaurant","1112 2nd St, Sacramento, CA 95814, USA","(916) 442-4772","http://www.firehouseoldsac.com/","https://maps.google.com/?cid=4308825681509741004&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1658","5","5","1","1","L","1","Unfortunately, The Firehouse was a real disappointment—especially after reading so many great reviews and hearing it des","info@firehouseoldsac.com","","","","2026-05-02"
"Hook and Ladder Manufacturing Company","1630 S St, Sacramento, CA 95811, USA","(916) 442-4885","http://hookandladder916.com/","https://maps.google.com/?cid=7999967063206118367&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1291","5","5","1","3","Dawana Morton","3","The fam and I went to this spot right after church. We usually like a good church service the an amazing meal. So we cho","info@hookandladder916.com","","","","2026-05-02"
"Tower Cafe","1518 Broadway, Sacramento, CA 95818, USA","(916) 441-0222","https://www.towercafe.com/","https://maps.google.com/?cid=17467647007537499128&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","4426","5","5","1","3","Cesar Torres","3","Very cool building and loved the atmosphere. My family and I sat outside, a bit cold but we fought through it. My coffee","info@towercafe.com","","","","2026-05-02"
"Cafeteria 15L","1116 15th St, Sacramento, CA 95814, USA","(916) 492-1960","http://www.cafeteria15l.com/","https://maps.google.com/?cid=15700142467618480941&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","3699","5","5","1","3","Yoke Chen - Jaane Abidog","3","We made a reservation through Resy, but since we arrived early, the staff was able to accommodate us without any issue.","mas-taco-logo-white@3x.png.webp","","","","2026-05-02"
"Fixins Soul Kitchen","3428 3rd Ave, Sacramento, CA 95817, USA","(916) 999-7685","http://www.fixinssoulkitchen.com/","https://maps.google.com/?cid=706499510659611245&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","3795","5","5","1","3","Michelle Bennett","3","Let’s start by saying this place is overpriced, but the server was nice. The 1 piece fried fish dinner  I ordered was $2","info@fixinssoulkitchen.com","","","","2026-05-02"
"Mayahuel","1200 K St, Sacramento, CA 95814, USA","(916) 441-7200","http://experiencemayahuel.com/","https://maps.google.com/?cid=6722228718714225425&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1918","5","5","1","3","Corey Strock","3","We had some issues at Mayahuel.  But I'll start with the good: Menu was great, lots of options which looked quite good.","info@experiencemayahuel.com","","","","2026-05-02"
"Joe's Crab Shack","1210 Front St, Sacramento, CA 95814, USA","(916) 553-4249","https://www.joescrabshack.com/location/joes-crab-shack-sacramento/","https://maps.google.com/?cid=12572375783952388419&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","10795","5","5","1","2","Ryan Robletto","2","If you’re looking for good seafood, this is definitely not the place to go in downtown Sacramento. There’s many other pl","info@joescrabshack.com","","","","2026-05-02"
"juju kitchen & cocktails","1501 L St, Sacramento, CA 95814, USA","","https://www.jujukitchenandcocktails.com/","https://maps.google.com/?cid=18022211306667437755&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","75","5","5","1","3","Spencer Q","3","Food: 3/5 Service: 4/5 Ambiance: 5/5 Overall: Definitely loved the ambiance.  Food was standard fare.  The extended revi","info@jujukitchenandcocktails.com","","","","2026-05-02"
"Canon","1719 34th St, Sacramento, CA 95816, USA","(916) 469-2433","http://canoneastsac.com/","https://maps.google.com/?cid=13486606481910076035&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","755","5","5","1","3","Emily","3","EDIT: ordered a 2nd time but got cheesecakes to-go. It was so sloppy and they left the seeds in the kumquats and were ch","info@canoneastsac.com","","","","2026-05-02"
"Honey and The Trapcat","1023 Front St A, Sacramento, CA 95814, USA","(916) 661-5852","http://www.honeyandthetrapcat.com/","https://maps.google.com/?cid=16269205218812666449&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","572","5","5","1","3","Stu Pidasso","3","Definitely 3/5 …cool spot in the basement of Old Sac, plenty of room with outdoor patio also. Real small bar area takes","info@honeyandthetrapcat.com","","","","2026-05-02"
"The Rind","1801 L St #40, Sacramento, CA 95811, USA","(916) 441-7463","http://www.therindsacramento.com/","https://maps.google.com/?cid=191724803962776993&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","596","5","5","1","3","NoobTubeR","3","The white cheddar grilled cheese and tomato soup were delicious, and the atmosphere was lovely but, our server was super","sara@therindsacramento.com","","","","2026-05-02"
"Bacon & Butter","5913 Broadway, Sacramento, CA 95820, USA","(916) 346-4445","http://baconandbuttersac.com/","https://maps.google.com/?cid=16334098121250348844&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","3866","5","5","1","3","RBM Image","3","Went here for breakfast, ordered the Breakfast Burrito with potato, corrizo, a small amount of egg and a cheese skirt (s","info@baconandbuttersac.com","","","","2026-05-02"
"LowBrau","1050 20th St, Sacramento, CA 95811, USA","(916) 706-2636","http://www.lowbrausacramento.com/","https://maps.google.com/?cid=3061360277198127107&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","1146","5","5","1","1","M","1","One star because of “auto gratuity”. What kind of predatory charge is this? Do you not understand what gratuity is for?","info@lowbrausacramento.com","","","","2026-05-02"
"Fox & Goose Public House","1001 R St, Sacramento, CA 95811, USA","(916) 443-8825","http://www.foxandgoose.com/","https://maps.google.com/?cid=9990404580272056834&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","3638","5","5","0","4","Eddie J","4","There’s something special about **Fox & Goose Public House**. It’s a true Sacramento staple, full of history and memorie","info@foxandgoose.com","","","","2026-05-02"
"The Kitchen Restaurant","915 Broadway #100, Sacramento, CA 95818, USA","(916) 568-7171","http://thekitchenrestaurant.com/","https://maps.google.com/?cid=14106886741384964200&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","803","5","5","0","5","Kris Backus","5","Dinner at The Kitchen was more than dinner out - it was an experience.  As soon as you arrive and are seated, they encou","info@thekitchenrestaurant.com","","","","2026-05-02"
"The Waterboy","2000 Capitol Ave, Sacramento, CA 95811, USA","(916) 498-9891","http://www.waterboyrestaurant.com/","https://maps.google.com/?cid=6896688131476907894&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","857","5","5","0","5","Jason Freeman","5","I found the quality of my food to be quite good. Had very attentive service and a pleasant experience overall. It was qu","info@waterboyrestaurant.com","","","","2026-05-02"
"Frog & Slim","1420 16th St Suite 300, Sacramento, CA 95814, USA","(916) 588-3764","http://frogandslim.com/","https://maps.google.com/?cid=14455912154839013835&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","431","5","5","0","5","Naturally E","5","Top tier! We absolutely loved everything about this place. From the moment we entered, we were greeted by the owner, Sli","info@frogandslim.com","","","","2026-05-02"
"Allora","5215 Folsom Blvd, Sacramento, CA 95819, USA","(916) 538-6434","https://allorasacramento.com/","https://maps.google.com/?cid=13172056962919010503&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","754","5","5","0","4","Joshua Sampson","4","Beautiful restaurant!  Staff were great!  We had a large party so was prix fixe diner and all were great options other t","info@wmrestaurants.com","","","","2026-05-02"
"The Morning Fork","1111 21st Street, Sacramento, CA 95811, USA","(916) 476-6765","http://themorningfork.com/","https://maps.google.com/?cid=10034989212034928437&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1415","5","5","0","5","Chelle America Unite","5","There's a reason they are packed, especially on the weekends. Had the Crab Seafood Eggs Benedict, let's just say that's","info@themorningfork.com","","","","2026-05-02"
"Localis","2031 S St, Sacramento, CA 95811, USA","(916) 737-7699","https://localissacramento.com/","https://maps.google.com/?cid=3414495589440294193&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","593","5","5","0","5","Benjamin Grover","5","This was an experience as much as it was food. The chef created a clever 10 course menu all based on interesting people.","orders@localissacramento.com","","","","2026-05-02"
"Butcher & Barrel","723 K St, Sacramento, CA 95814, USA","(916) 476-3408","http://www.butcherandbarrelsac.com/","https://maps.google.com/?cid=15454597513499362542&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","440","5","5","0","4","C Lu","4","Always a pleasant experience here. The food is always good, the service is always tops, and the location is perfect for","info@butcherandbarrelsac.com","","","","2026-05-02"
"Mulvaney's B&L","1215 19th St, Sacramento, CA 95811, USA","(916) 441-6022","http://www.mulvaneysbl.com/","https://maps.google.com/?cid=7899576876787695894&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","853","5","5","0","5","Kayla Ewert","5","this was my first time here and wow, i'm already looking forward to my next meal! everything from the easy reservation p","info@mulvaneysbl.com","","","","2026-05-02"
"Zócalo Midtown","1801 Capitol Ave, Sacramento, CA 95811, USA","(916) 441-0303","https://www.zocalosac.com/","https://maps.google.com/?cid=10634976273381356455&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","3307","5","5","0","4","Russell Hosley","4","The food is good, but not a lot of options. A half page of tacos, another half page of enchiladas and some ceviches and","info@zocalosac.com","","","","2026-05-02"
"Wildwood Kitchen & Bar","556 Pavilions Ln, Sacramento, CA 95825, USA","(916) 922-2858","http://wildwoodpavilions.com/","https://maps.google.com/?cid=6390007181830275927&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","956","5","5","0","4","Bhavik Patel","4","Very nice and upscale restaurant. We tried a variety of things that included the Hummus, Mushroom Bruschetta, Beet Salad","info@wildwoodpavilions.com","","","","2026-05-02"
"Bawk! by Urban Roots","1409 R St #102, Sacramento, CA 95811, USA","(916) 376-7531","https://www.bawkfriedchicken.com/","https://maps.google.com/?cid=10699997683330878032&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","535","5","5","0","4","xee xiong","4","Friendly staff.  Walk up to counter to order and they bring out your food.  Self serve water station.  Food was good, re","hello@bawkfriedchicken.com","","","","2026-05-02"
"Scott's Seafood on the River","4800 Riverside Blvd, Sacramento, CA 95822, USA","(916) 379-5959","https://www.scottsseafoodontheriver.com/","https://maps.google.com/?cid=1001237714312084911&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","2777","5","5","0","4","Camay Olison","4","Gathering at Scott's for an early 2025 Christmas dinner brought joy and warmth to our lives. Their exceptional service c","info@scottsseafoodontheriver.com","","","","2026-05-02"
"Il Fornaio Sacramento","400 Capitol Mall, Sacramento, CA 95814, USA","(916) 446-4100","https://www.ilfornaio.com/location/il-fornaio-sacramento/","https://maps.google.com/?cid=16108666349360360117&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1635","5","5","0","5","Eric Garcia","5","Came here for Valentine’s Day and it was the best food we’ve had here for sure. We ordered the rigatoni alla vodka pasta","sacramento@ilfo.com","","","","2026-05-02"
"La Trattoria Bohemia","3649 J St, Sacramento, CA 95816, USA","(916) 455-7803","http://www.latrattoriabohemia.com/","https://maps.google.com/?cid=5210646223740466303&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","813","5","5","0","4","Mike Jackson","4","Nice selection of Czech beers. Sadly they were out of my favorite Krušovice lager.  Schnitzel and goulash were both rich","info@latrattoriabohemia.com","","","","2026-05-02"
"Zinfandel Grille","2384 Fair Oaks Blvd, Sacramento, CA 95825, USA","(916) 485-7100","https://zinfandelgrille.com/?y_source=1_OTExMjU5NDUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","https://maps.google.com/?cid=15945977370595059790&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1434","5","5","0","4","Shara Johnson","4","This neighborhood spot did not disappoint. The dining room is dimly lit and the sounds of table chatter ring throughout.","manager@zinfandelgrille.com","","","","2026-05-02"
"Darling Aviary","712 K St, Sacramento, CA 95814, USA","(916) 758-5715","http://darlingaviary.com/","https://maps.google.com/?cid=4562780558572962507&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","459","5","5","0","4","Lisa Watson","4","My daughter & I had a quite enjoyable lunch date here.  The atmosphere is very cool with really fun decor.  We ate on th","info@darlingaviary.com","","","","2026-05-02"
"TROPEIRO'S GRILL BRAZILIAN STEAKHOUSE SACRAMENTO (Formerly Pampas )","1111 J St, Sacramento, CA 95814, USA","(916) 898-3184","https://tropeirosgrill.com/","https://maps.google.com/?cid=14764326963961523800&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","866","5","5","0","5","Alessandra Vasquez","5","Eric was amazing! His recommendations were perfect. My husband and I really enjoyed everything. The grilled pineapple an","info@tropeirosgrill.com","","","","2026-05-02"
"House Kitchen & Bar","555 Capitol Mall, Sacramento, CA 95814, USA","(916) 498-9924","http://www.housekitchenandbar.com/","https://maps.google.com/?cid=6068396074335093940&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","389","5","5","0","4","Vinh W (Sally)","4","8/2024 tried fillet mignon this time, which came with brussel sprouts and mashed potatoes that were really good. But the","info@housekitchenandbar.com","","","","2026-05-02"
"Brasserie du Monde","1201 K St #100, Sacramento, CA 95814, USA","(916) 329-8033","http://brasseriedumonde.com/","https://maps.google.com/?cid=4844738643516268&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","609","5","5","0","4","Douglas Judson","4","Went for dine downtown. Very nice restaurant. Service was a bit off. Our waiter had to be reminded to serve us. He was m","info@brasseriedumonde.com","","","","2026-05-02"
"Maydoon Restaurant","1501 16th St Suite #111, Sacramento, CA 95814, USA","(916) 382-4309","http://maydoonrestaurant.com/","https://maps.google.com/?cid=12181121321170823146&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","754","5","5","0","5","Paul Rosenthal","5","The place was so busy that I had to sit at the bar.  The meal was so worth it.  Really enjoyed the Falafel for appetizer","info@maydoonrestaurant.com","","","","2026-05-02"
"District Oakland","827 Washington St, Oakland, CA 94607, USA","(510) 272-9110","https://districtoak.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing","https://maps.google.com/?cid=15357268726924521737&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1114","5","5","2","3","Greg S","3","Nice vibe in the downtown Oakland area. We came in for dinner on a Saturday evening. The space is dark with high open ce","info@districtoak.com","","","","2026-05-02"
"The Lake Chalet Seafood Bar & Grill","1520 Lakeside Dr, Oakland, CA 94612, USA","(510) 208-5253","http://www.thelakechalet.com/","https://maps.google.com/?cid=9483467647723991424&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","3009","5","5","2","2","Ryan Keys","2","We came on a Saturday morning and immediately knew something was off. The host stand was unattended. A man waiting there","marketing@chaletrestaurants.com","","","","2026-05-02"
"Limón","2450 Valdez St, Oakland, CA 94612, USA","(510) 808-7324","http://www.limonrestaurants.com/?y_source=1_MjYzODQ1MTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","https://maps.google.com/?cid=14115616209203403266&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","434","5","5","2","1","Navie Giordano","1","Only thing I can’t complain about was the service.  Several tables are wobbly so even after moving it was still a proble","info@limonrestaurants.com","","","","2026-05-02"
"Oeste - Bar","722 Clay St, Oakland, CA 94607, USA","(510) 817-4157","http://www.oesteoakland.com/","https://maps.google.com/?cid=9119099473634979783&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","753","5","5","2","3","Andrew Schneider","3","The food was incredibly hit or miss for me. Loved the street tacos, but the burger was a little tough and the fries very","info@oesteoakland.com","","","","2026-05-02"
"Odin","444 Oak St, Oakland, CA 94607, USA","(510) 444-6436","http://www.odinoakland.com/","https://maps.google.com/?cid=12878835745620988481&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","153","5","5","2","2","btscott1","2","We visited Odin tonight. Two vegetarians. Not a lot of options, but food was delicious. Drinks were great. Service was d","info@odinoakland.com","","","","2026-05-02"
"Molcajete Cocina Mexicana","1734 Webster St, Oakland, CA 94612, USA","(510) 466-6652","https://molcajetecocinamexicanaca.com/","https://maps.google.com/?cid=5325410602883055650&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","825","5","5","2","3","Mondo Gomez","3","Food here was a 6.5 not great but decent enough to comeback and try something different. Portion were ok except for the","info@molcajetecocinamexicanaca.com","","","","2026-05-02"
"Buttercup","229 Broadway, Oakland, CA 94607, USA","(510) 444-2976","http://buttercupdiner.com/","https://maps.google.com/?cid=5449016157147261984&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","2956","5","5","2","2","Ron K","2","​'Pleasant Service, Disappointing Flavor' ​The service here was genuinely cordial and attentive, which was the highlight","contact@buttercupdiner.com","","","","2026-05-02"
"Otto’s Uptown Kitchen Lobby Restaurant","2455 Broadway, Oakland, CA 94612, USA","(510) 216-1500","https://www.kisseloakland.com/food-beverage/","https://maps.google.com/?cid=15895122251039311031&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","3.9","52","5","5","2","1","Chester Chua","1","This was a complete disaster, especially the service.  We arrived at past 10am on a Sunday. There were only three tables","info@kisseloakland.com","","","","2026-05-02"
"The Fat Lady Bar & Restaurant","201 Washington St, Oakland, CA 94607, USA","(510) 465-4996","http://www.thefatladyrestaurant.com/","https://maps.google.com/?cid=17936404620117146596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1374","5","5","1","3","Randall E","3","Pate’ was good.  Calamari steak was tender but the breading was very “doughy “ sadly. Boulevardier drink was to be like","info@thefatladyrestaurant.com","","","","2026-05-02"
