business_name,address,phone,website,google_maps_url,rating,total_reviews,reviews_sampled,unanswered_count,unanswered_low_rating,worst_unanswered_stars,sample_reviewer,sample_review_stars,sample_review_snippet,email,email_sent,replied,notes
"Little Finch","1490 16th St Mall, Denver, CO 80202, USA","(303) 728-9746","https://www.oliveandfinch.com/location/olive-finch-little-finch/","https://maps.google.com/?cid=14592993406447472166&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","448","5","5","1","3","Karl Wacker","3","The vibe was fun and the service was nice. However, my Asian salad sadly did not taste fresh at all, and I found the not","","","",""
"Ajax Downtown","1899 16th St Mall, Denver, CO 80202, USA","(303) 323-0017","https://www.ajaxrestaurant.com/","https://maps.google.com/?cid=17877676850705957390&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1155","5","5","1","2","Mateo","2","I have frequented Ajax about a dozen times. I live walking distance so it is very conveniently located for me. Ambiance ","","","",""
"Watercourse Foods","837 E 17th Ave, Denver, CO 80218, USA","(303) 832-7313","https://www.watercoursefoods.com/","https://maps.google.com/?cid=1111322747512873617&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","4844","5","5","1","2","Hennah H","2","I dined at Watercourse on March 3rd, 2024 and i’ll never dine here again. Let me tell you why.  I honestly wasn’t going ","","","",""
"Blue Agave Grill","1201 16th St Mall # 104, Denver, CO 80202, USA","(720) 550-8389","https://denver.blueagavegrillcolorado.com/","https://maps.google.com/?cid=8372390061398040169&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1766","5","5","1","2","jesus carballo","2","been wanting to check this place out for a while, i like to walk along 16th street and do street photography, boy it was","","","",""
"Colorado Campfire","400 E 19th Ave, Denver, CO 80203, USA","(720) 612-4604","https://www.campfiredenver.com/","https://maps.google.com/?cid=2062907687603389232&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1322","5","5","1","3","Michael Hallatt","3","Cool decor. Good selection of food. Great selection of draft beer. Panini sandwiches were good….not hard to achieve. Sal","","","",""
"D'Corazon Mexican Restaurant","1530 Blake St unit c, Denver, CO 80202, USA","(720) 904-8226","http://dcorazonrestaurant.com/","https://maps.google.com/?cid=15973357915070603910&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","2496","5","5","1","2","Chelsea Marsden","2","The fajitas were delicious. The salsa was watery and cold, but flavoral. The chips were good but better if served warm. ","","","",""
"Corinne Denver","1455 California St, Denver, CO 80202, USA","(720) 996-1555","https://www.corinnedenver.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing","https://maps.google.com/?cid=1879574838017544881&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","5982","5","5","0","4","Uchizi Phakati","4","Corrine Denver absolutely exceeded expectations. I went for dinner and decided on the prix fixe menu, which was an incre","","","",""
"Alma Fonda Fina","2556 15th St, Denver, CO 80211, USA","(303) 455-9463","https://www.almalohidenver.com/","https://maps.google.com/?cid=12382712391247315814&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","990","5","5","0","4","Melanie Jensen","4","We attempted to get reservations at Alma Fonda Fina for nearly a year while living in Florida, so finally securing a din","","","",""
"Buckhorn Exchange","1000 Osage St, Denver, CO 80204, USA","(303) 534-9505","http://buckhornexchange.com/","https://maps.google.com/?cid=7262769948373021552&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","4807","5","5","0","4","Born To Be Retired","4","Very unique Denver landmark restaurant with a fascinating history. Love how it’s been preserved. Fun place to try especi","","","",""
"Guard and Grace","1801 California St, Denver, CO 80202, USA","(303) 293-8500","http://www.guardandgrace.com/","https://maps.google.com/?cid=18413065755118645889&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","4396","5","5","0","5","Katie Sapp","5","I am writing a review for the holiday dinner package I picked up for Christmas .. I just finished my last frozen meal fr","","","",""
"The Bindery","1817 Central St, Denver, CO 80211, USA","(303) 993-2364","http://thebinderydenver.com/","https://maps.google.com/?cid=6990716719064264270&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1546","5","5","0","4","MDH","4","Clean, open, lively atmosphere with indoor and outdoor seating. Bloody Mary was spicy and stacked with snacks. Crab Cake","","","",""
"Tavernetta","1889 16th St Mall, Denver, CO 80202, USA","(720) 605-1889","https://www.tavernettadenver.com/","https://maps.google.com/?cid=13516146007308691311&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","2508","5","5","0","4","Eric N","4","The atmosphere here is great very modern and contemporary. Service was high class as expected for what you are paying fo","","","",""
"Stout Street Social","1400 Stout St, Denver, CO 80202, USA","(720) 214-9100","http://www.stoutstsocial.com/","https://maps.google.com/?cid=1876744316229947701&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","3406","5","5","0","4","Lara Nava","4","We were seated quickly and attended to right away.  We enjoyed two appetizers.  The goat cheese and the brussel sprouts.","","","",""
"Fire Restaurant & Lounge","1201 Broadway, Denver, CO 80203, USA","(720) 709-4431","https://www.thearthotel.com/dine-drink/fire","https://maps.google.com/?cid=8336588388458333970&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1032","5","5","0","5","Brittney Hikes","5","Art and real estate. Good views and good food. They just go together—like fish and tacos.  Ellas Events recently stopped","","","",""
"Angelo’s Taverna","620 E 6th Ave, Denver, CO 80203, USA","(303) 744-3366","http://angelosdenver.com/","https://maps.google.com/?cid=5584595855596593426&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","3659","5","5","0","4","aL dA","4","I love the appetizer pork (I forget the exact name) but it’s in the picture. I would really like to go back just to get ","","","",""
"The Capital Grille","1450 Larimer St, Denver, CO 80202, USA","(303) 539-2500","https://www.thecapitalgrille.com/locations/co/denver/denver/8018?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:denver-co-8018_pl:locurl_rd:1014","https://maps.google.com/?cid=4640010295977264146&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","2354","5","5","0","4","David Choi","4","I visited The Capital Grille for lunch on a weekday after hearing a lot about it for years. It’s located in the popping ","","","",""
"Maggiano's Little Italy","Pavilions Mall, 500 16th St Mall Suite 150, Denver, CO 80202, USA","(303) 260-7707","https://www.maggianos.com/locations/colorado/denver/500-16th-st.?utm_source=google&utm_medium=organic&utm_campaign=Maggianos","https://maps.google.com/?cid=14989604058153889824&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","4599","5","5","0","4","F'burg Foodie","4","While staying in the area for work, we stopped in here for dinner on a Monday night and they were packed!  It was becaus","","","",""
"EDGE Restaurant & Bar","1111 14th St, Denver, CO 80202, USA","(303) 389-3050","https://www.edgerestaurantdenver.com/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-den-fab-mid-seo-na&utm_content=na-na&utm_term=na","https://maps.google.com/?cid=3207931376457819495&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1102","5","5","0","4","Starlynn Wise","4","Went here for valentine’s day brunch, everything was excellent especially the service was particularly amazing. Like sta","","","",""
"City O' City","206 E 13th Ave, Denver, CO 80203, USA","(303) 831-6443","http://www.cityocitydenver.com/","https://maps.google.com/?cid=4306999251885169469&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","6255","5","5","0","5","Katherine Slattery","5","I loved it here so much. The atmosphere, food, and service are all amazing! I like variety of foods here, and it makes m","","","",""
"Ocean Prime","1465 Larimer St, Denver, CO 80202, USA","(303) 825-3663","https://www.ocean-prime.com/locations-menus/denver-larimer-square","https://maps.google.com/?cid=3708060162046751221&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","2616","5","5","0","5","Ebony B","5","5-Stars go to Danny for going above and beyond and making our experience a great one. We were there to celebrate our sec","","","",""
"Earls Kitchen + Bar","1600 Glenarm Pl #140, Denver, CO 80202, USA","(303) 595-3275","https://earls.ca/locations/downtown-denver","https://maps.google.com/?cid=5909180667446669922&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","4000","5","5","0","4","Uchizi Phakati","4","We had a really great experience overall at this international fusion spot. We ordered the shrimp pork dumplings, the De","","","",""
"Savina's Mexican Kitchen - Downtown Denver","1801 Broadway, Denver, CO 80202, USA","(303) 433-8300","http://savinasmexicankitchen.com/","https://maps.google.com/?cid=2162593340058981207&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","4813","5","5","0","5","ARJUN M","5","I recently dined at Savina’s Mexican Kitchen in downtown Denver, and it was a fantastic experience! This place has that ","","","",""
"The Kitchen American Bistro","1560 Wazee St, Denver, CO 80202, USA","(303) 623-3127","https://www.thekitchen.com/location/the-kitchen-bistros-denver/","https://maps.google.com/?cid=16485457117119492314&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1489","5","5","0","4","Bella","4","I visited this establishment just yesterday with three companions. The food was excellent, though the portion sizes were","","","",""
"ChoLon - Downtown","1555 Blake St #101, Denver, CO 80202, USA","(303) 353-5223","https://www.cholonconcepts.com/locations/cholon-downtown/","https://maps.google.com/?cid=11791511471180185472&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1919","5","5","0","4","Patel Naved","4","recently visited this place in Denver downtown for a office dinner and I would like to call out for our waiter to accomm","","","",""
"Nola Jane Restaurant & Bar","1435 Market St, Denver, CO 80202, USA","(720) 592-1942","https://nolajanedenver.com/","https://maps.google.com/?cid=9504576168629274105&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1251","5","5","0","4","Dominque Spann","4","Food was really good! We ordered the catfish over dirty rice with a salad and the beef Po’boy with a salad too. The beef","","","",""
"Leven Deli Co.","123 W 12th Ave, Denver, CO 80204, USA","(303) 325-5691","https://eatleven.com/","https://maps.google.com/?cid=15388611539162264512&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","2335","5","5","0","4","Justin N.","4","I like the spot itself.. Great location, cool building. Having a wine bar included is a nice add. Food..Portions were la","","","",""
"DiFranco's","955 Lincoln St D, Denver, CO 80203, USA","(720) 253-1244","https://difrancos.com/","https://maps.google.com/?cid=6452270093646494319&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","853","5","5","0","4","Aspen Chardavoyne","4","First time here and it was a lot smaller than I expected and feels more like a casual and fast dining experience. You or","","","",""
"Panzano","909 17th St, Denver, CO 80202, USA","(303) 296-3525","https://panzano-denver.com/","https://maps.google.com/?cid=15547743853428611598&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1705","5","5","0","5","Heather Laski","5","Exceptional experience. I decided to come here for Thanksgiving instead of cooking, and I think I have a new tradition. ","","","",""
"Apple Blossom","822 18th St, Denver, CO 80202, USA","(303) 301-8999","https://www.appleblossomdtdenver.com/","https://maps.google.com/?cid=3054076914461749292&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","355","5","5","0","5","Big Mike","5","Checked this place out for a late breakfast on a Saturday.  Loved the airy space, ton of light, well done modern finish ","","","",""
"Sam's No. 3","1500 Curtis Street, Denver, CO 80202, USA","(303) 534-1927","https://samsno3.com/","https://maps.google.com/?cid=15256724634413373141&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","10461","5","5","0","4","Justin Halford","4","Food was ok. We had BLT and Avocado Toast with eggs. I also had the turkey sausage patties and they were great for turke","","","",""
"West Saloon & Kitchen","501 16th St Mall, Denver, CO 80202, USA","(303) 825-3690","https://westofsurrender.com/","https://maps.google.com/?cid=9071203991207767095&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1836","5","5","0","4","B","4","We went twice on our stay. The first night they were super busy due to a lot of events in town and they were out of seve","","","",""
"Urban Farmer Denver","1659 Wazee St, Denver, CO 80202, USA","(303) 262-6070","https://www.urbanfarmersteakhouse.com/","https://maps.google.com/?cid=12776507966204228359&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1973","5","5","0","5","Soyoung S.","5","We went to Urban Farmer for the first time for our Valentine's Dinner this year and had the best time! Everything exceed","","","",""
"Otra Vez Cantina","610 16th St Mall, Denver, CO 80202, USA","(303) 226-1567","https://otravezcantina.com/","https://maps.google.com/?cid=3745942586586108444&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","3781","5","5","0","4","M Rios","4","Our server Stephen was a sweetheart! Super attentive and friendly. We had the street tacos and they were really good. Th","","","",""
"Tamayo by Chef Richard Sandoval","1400 Larimer St, Denver, CO 80202, USA","(720) 946-1433","https://www.eattamayo.com/","https://maps.google.com/?cid=17696459729626462618&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","2379","5","5","0","4","Natasha Chiz","4","We tried the bottomless menu, which was a nice way to sample all the dishes. The food was good overall, though some item","","","",""
"Bao Brewhouse","1317 14th St, Denver, CO 80202, USA","(720) 324-8675","https://www.baobrewhouse.com/","https://maps.google.com/?cid=8124356386807095555&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","1651","5","5","0","4","Drina Cambria","4","The food was really delicious! The lunch special wasn’t terrific, they limit your options so much, so it wasn’t of inter","","","",""
"Mezcaleria Alma","2550 15th St, Denver, CO 80211, USA","(303) 484-1471","https://mezcaleriaalma.com/","https://maps.google.com/?cid=16734800079359675948&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","338","5","5","0","5","Elizabeth Van Loan","5","Coming to Mezcaleria Alma was an incredible experience. It is an old building that was renovated. The walls were well de","","","",""
"Mizuna","225 E 7th Ave, Denver, CO 80203, USA","(303) 832-4778","https://www.bonannoconcepts.com/restaurant/mizuna/","https://maps.google.com/?cid=10051978334634428936&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","669","5","5","0","5","Grace Hall","5","Amazing restaurant! It is expensive but you 100% get what you pay for. Perfect for a date night. Our server was extremel","","","",""
"Jacks on Pearl","1475 S Pearl St, Denver, CO 80210, USA","(720) 868-5800","https://jacksonpearldenver.com/","https://maps.google.com/?cid=6768144523583547579&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","406","5","5","0","5","Lina Corrales","5","My boyfriend and I came here last week and had the most amazing time! The service was perfectly timed, drinks were lovel","","","",""
"Chez Maggy","1616 Market St, Denver, CO 80202, USA","(720) 794-9544","https://www.chezmaggydenver.com/?utm_source=google&utm_medium=lastmile&utm_campaign=denth-r-chez","https://maps.google.com/?cid=10728445278348972581&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","612","5","5","0","5","Kurt Davis","5","Chez Maggy was an absolute standout. I loved the interior and decor, especially how they incorporated natural elements i","","","",""
"Potager","1109 N Ogden St, Denver, CO 80218, USA","(303) 246-7073","http://www.potagerrestaurant.com/","https://maps.google.com/?cid=7061128292184120155&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","779","5","5","0","4","shivalika kohli","4","We opted to get a bunch of the seasonal specials (fall time). Very unique ingredient forward dishes! The seafood was a v","","","",""
"Park & Co","439 E 17th Ave, Denver, CO 80203, USA","(720) 328-6732","https://www.parkandcodenver.com/","https://maps.google.com/?cid=11935309297884321140&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1609","5","5","0","4","S.M G","4","Visiting Park & Co was a very enjoyable experience, especially if you're looking for a great place to catch a game! The ","","","",""
