business_name,address,phone,website,google_maps_url,rating,total_reviews,reviews_sampled,unanswered_count,unanswered_low_rating,worst_unanswered_stars,sample_reviewer,sample_review_stars,sample_review_snippet,email,email_sent,replied,notes
"The Farmers Union","151 W Santa Clara St, San Jose, CA 95113, USA","(408) 277-0545","http://www.thefarmersunion.com/","https://maps.google.com/?cid=10933642169963397892&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","2320","5","5","0","5","Mohit Goenka","5","We had a fantastic experience at The Farmers Union, specifically exploring their vegetarian offerings. Every dish we tri","","","",""
"Il Fornaio San Jose","302 S Market St, San Jose, CA 95113, USA","(408) 271-3366","https://www.ilfornaio.com/location/il-fornaio-san-jose/","https://maps.google.com/?cid=12746475122430218209&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","1444","5","5","0","4","A K","4","Locate inside the Westin Hotel. Came here for a team lunch. We made reservations, so we didn't have to wait. Our server ","","","",""
"San Pedro Square Market","87 N San Pedro St, San Jose, CA 95110, USA","(408) 849-4716","https://sanpedrosquaremarket.com/","https://maps.google.com/?cid=13091262678725062769&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1350","5","5","0","4","Kathleen Valerio","4","We stopped into the Playback station in the market place for coffee before heading to Christmas in the park.  The coffee","","","",""
"BJ's Restaurant & Brewhouse","511 Coleman Ave, San Jose, CA 95110, USA","(408) 343-7230","https://www.bjsrestaurants.com/locations/ca/san-jose","https://maps.google.com/?cid=3228849561342076633&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","2746","5","5","0","4","Quinn Calvert","4","A decent chain brewhouse restaurant with good selection of self brewed and guest beers - along with a respectable offeri","","","",""
"The Club On Post","43 Post St, San Jose, CA 95113, USA","(408) 352-5286","http://theclubonpostca.com/","https://maps.google.com/?cid=75820945619409542&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","100","5","5","0","5","Meera Patel","5","Excellent service and atmosphere, we sat at the bar and had a nice chat. Food was really good especially the French toas","","","",""
"Home Eat汉家宴 - San Jose","88 S 4th St STE 150, San Jose, CA 95112, USA","(408) 899-8627","https://homeeat.com/","https://maps.google.com/?cid=5894274947122402309&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","1203","5","5","0","4","Paul Rosenthal","4","Definitely get the classic fried chicken wings.  Such a rocking sauce and the wings are meaty and crispy.  Don't get the","","","",""
"Suspiro","3060 Olsen Dr Suite 20, San Jose, CA 95128, USA","(408) 703-3886","http://suspirosj.com/","https://maps.google.com/?cid=5338194004148484689&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","762","5","5","0","4","Chérie Zulim","4","I came here for NYE with my date and we had a great time with good service despite it being more crowded than usual and ","","","",""
"Morton's The Steakhouse","184 S Market St Suite 100, San Jose, CA 95113, USA","(408) 947-7000","https://www.mortons.com/location/mortons-the-steakhouse-san-jose-ca/","https://maps.google.com/?cid=15054343987803030870&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","1160","5","5","0","4","Hit List","4","Half the size of San Francisco location. Same good taste. Best thing I liked was not on the menu: the waitress trainee. ","","","",""
"Paesano Ristorante Italiano","350 W Julian St, San Jose, CA 95110, USA","(408) 217-9327","https://paesanosj.com/","https://maps.google.com/?cid=7505428228974929621&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1083","5","5","0","4","Vero Moreno-Diaz","4","Cozy, elegant, great food and excellent service! Our server was delightful, attentive, professional, fast and with great","","","",""
"Goodtime Bar","30 Fountain Alley #160, San Jose, CA 95113, USA","(408) 256-1266","http://www.goodtimebarsj.com/","https://maps.google.com/?cid=6632671421459860084&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","158","5","5","0","5","Anthony Giang","5","On a cold Thursday evening, my partner and I made our way over to Goodtime Bar. Ming, one of the bartenders, had graciou","","","",""
