business_name,address,phone,website,google_maps_url,rating,total_reviews,reviews_sampled,unanswered_count,unanswered_low_rating,worst_unanswered_stars,sample_reviewer,sample_review_stars,sample_review_snippet,email,email_sent,replied,notes
"Terra Mae","1150 NE Alberta St 2nd Floor, Portland, OR 97211, USA","(503) 782-1611","http://terramaepdx.com/","https://maps.google.com/?cid=14213141087272114852&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","224","5","5","1","2","Steve Shumate","2","My first visit to Terra Mae. I've heard good things about this place. The Portuguese Japanese fusion concept sounded int","","","",""
"Mama Mia Trattoria","439 SW 2nd Ave, Portland, OR 97204, USA","(503) 295-6464","http://www.mamamiatrattoria.com/","https://maps.google.com/?cid=18304852546017661924&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1388","5","5","1","2","Kay38Dsheldon Peterson groff","2","Over priced, food was okay when asked portion size waitress expressed large portions! That was wrong. Talk about 1/2 por","","","",""
"UNION Restaurant","390 Congress St, Portland, ME 04103, USA","(207) 808-8700","http://www.unionportland.com/","https://maps.google.com/?cid=3856073747793657080&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","639","5","5","1","3","Logan Bower","3","We went for my birthday and it was cute they gave a birthday card signed from the staff. Atmosphere was amazing really c","","","",""
"Din Tai Fung 鼎泰豐","700 SW 5th Ave, Portland, OR 97204, USA","(503) 336-9085","https://dtf.com/en/locations/portland","https://maps.google.com/?cid=6860019617634442512&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","639","5","5","1","1","Ally Brooke","1","The location is nice. And this is my review for all locations if the food is the same. Very bland. The cucumbers were co","","","",""
"Central Provisions","414 Fore St, Portland, ME 04101, USA","(207) 805-1085","http://www.central-provisions.com/","https://maps.google.com/?cid=14893614304826742767&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1731","5","5","1","3","alana pinard","3","We made reservations for a Monday evening for my husband’s birthday. We were sat immediately even being about 10minutes ","","","",""
"Dough Zone Dumpling House Portland","1910 S River Dr, Portland, OR 97201, USA","(503) 446-3500","https://www.doughzonedumplinghouse.com/","https://maps.google.com/?cid=16576582148784468158&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1279","5","5","1","3","Stephanie Lau","3","Food was great, but the service left more to be desired. We checked in to the online waitlist as they requested, but it ","","","",""
"Grits N' Gravy","215 SW 6th Ave, Portland, OR 97204, USA","(503) 227-3903","https://gritsngravypdx.com/","https://maps.google.com/?cid=17725281476728194355&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1947","5","5","1","2","Factsn Finds","2","From a food critic’s perspective, this restaurant is rich in personality and ambition. The spray-painted T-shirts on dis","","","",""
"Pastini","911 SW Taylor St, Portland, OR 97205, USA","(503) 863-5188","http://www.pastini.com/","https://maps.google.com/?cid=2370779483037017835&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1695","5","5","1","3","Bryan “Dad of 4”","3","I recently dined at Pastini, and overall the experience was mixed. From the outside, the restaurant does not come across","","","",""
"Gracie's","729 SW 15th Ave, Portland, OR 97205, USA","(503) 248-7082","https://www.hoteldeluxe.com/dining/","https://maps.google.com/?cid=15328030089745517983&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","434","5","5","1","3","Patrick Leung","3","This review is for brunch only at Gracie’s. We had dinner previously and I would give higher rating on their dinner.  Fo","","","",""
"Clarklewis Restaurant","1001 SE Water Ave, Portland, OR 97214, USA","(503) 235-2294","https://www.clarklewispdx.com/","https://maps.google.com/?cid=5462817567993841974&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","901","5","5","1","3","YMC","3","Service was excellent — attentive, friendly, and professional throughout the night. The staff really made the experience","","","",""
"Mestizo","2910 SE Division St, Portland, OR 97202, USA","(503) 384-2273","http://www.mestizopdx.com/","https://maps.google.com/?cid=16048689395630645055&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","494","5","5","1","3","Faye Comer","3","We made a reservation for the patio, but once we arrived realized it was the outdoor seating on Division. They were kind","","","",""
"High Horse","520 SW Broadway, Portland, OR 97205, USA","(503) 552-2218","https://www.highhorsepdx.com/","https://maps.google.com/?cid=16447037805140142659&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4","95","5","5","1","1","Rosy H","1","Pulled up for a nightcap feeling cute, car shining, ready for a smooth moment. I eased into the valet area and… nothing.","","","",""
"Han Oak Restaurant","511 NE 24th Ave, Portland, OR 97232, USA","(971) 255-0032","http://www.hanoakpdx.com/","https://maps.google.com/?cid=10015307578736762207&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","796","5","5","1","3","loneoceans","3","We were really excited to finally try Han Oak after years of hearing great things. While the food was decent, it ultimat","","","",""
"The Star Portland","1309 NW Hoyt St, Portland, OR 97209, USA","(503) 300-7827","https://www.thestarportland.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=8bef601b-b06d-46fe-9718-811f8f5a9476","https://maps.google.com/?cid=4485697165527332564&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","947","5","5","1","3","Rosa Gutierrez","3","I'm kinda neutral on this spot.. nothing stood out to me for me to boast about. The place was nice, the pizza was good, ","","","",""
"Nong's Khao Man Gai (Downtown)","417 SW 13th Ave, Portland, OR 97205, USA","(503) 208-2402","http://khaomangai.com/","https://maps.google.com/?cid=11507074826891959327&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","925","5","5","1","1","Yule Show","1","Where is the chicken skin? We all know Chinese and Thai people eat chicken skin. In East Asia, any boiled or steamed chi","","","",""
"Lechon","113 SW Naito Pkwy, Portland, OR 97204, USA","(503) 219-9000","http://lechonpdx.com/","https://maps.google.com/?cid=10107566994316026154&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","2391","5","5","0","5","Ashli V","5","Anything gluten free gets my interest right off the bat. This place has so many amazing options for those allergies and ","","","",""
"DiMillo's On the Water","25 Long Wharf, Portland, ME 04101, USA","(207) 772-2216","https://www.dimillos.com/","https://maps.google.com/?cid=15967892167441552385&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","6074","5","5","0","4","Amanda Fossum","4","I would say you’re definitely going here for the ambiance and the experience of dining somewhere unique. The decor was v","","","",""
"Q Restaurant & Bar","828 SW 2nd Ave, Portland, OR 97204, USA","(503) 850-8915","http://q-portland.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=2445e5f5-8a8f-4d47-a4f9-a5850a66c9c0","https://maps.google.com/?cid=6593202195607173994&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","1555","5","5","0","5","Sam Bracamonte","5","Q Restaurant & Bar is absolutely delightful! The food was incredible - the poached egg salad was perfection and the fett","","","",""
"Portland City Grill","111 SW 5th Ave 30th Floor, Portland, OR 97204, USA","(503) 450-0030","https://www.portlandcitygrill.com/","https://maps.google.com/?cid=6983450090413321676&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","7918","5","5","0","4","Chanda Mitchell","4","This restaurant was a truly exciting experience. It was very 'out of the ordinary' and we had a wonderful time. The serv","","","",""
"Screen Door Eastside","2337 E Burnside St, Portland, OR 97214, USA","(503) 542-0880","https://screendoorrestaurant.com/east-side/","https://maps.google.com/?cid=9657599113001754934&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","7604","5","5","0","4","Leander Vandefen","4","I had the Lowcountry Shrimp and Grits. The addition of two over medium eggs really elevated the experience, combining we","","","",""
"Farmhouse Kitchen Thai Cuisine | Pearl District","121 NW 9th Ave, Portland, OR 97209, USA","(971) 754-4966","https://farmhousethai.com/pearl-district?utm_source=google","https://maps.google.com/?cid=12084191215586592971&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","7837","5","5","0","5","eddie Tan","5","Absolutely loved our meal at Farmer House Kitchen Thai Cuisine in Portland.  The food was outstanding across the board. ","","","",""
"Screen Door Pearl District","1131 NW Couch St, Portland, OR 97209, USA","(503) 542-0882","https://screendoorrestaurant.com/","https://maps.google.com/?cid=2574505151415432726&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1672","5","5","0","4","Brianna Ash","4","Their food is definitely not in question here.  I got their chicken and waffles and i was blown away. At first, I was sa","","","",""
"ViA VECCHiA","10 Dana St, Portland, ME 04101, USA","(207) 407-7070","https://vvoldport.com/?utm_source=google&utm_medium=mybusiness","https://maps.google.com/?cid=6619357089779989508&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1071","5","5","0","4","Linda M","4","This place was packed on a midweek mid-November and I understand why: good food, great atmosphere.  The prices are high ","","","",""
"Southpark Seafood","901 SW Salmon St, Portland, OR 97205, USA","(503) 326-1300","https://southparkseafood.com/","https://maps.google.com/?cid=6742580048429590553&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","2896","5","5","0","4","Eric Chavez","4","Great experience overall!! Our server, Ricky, was very professional and top of her game!!! Atmosphere was pleasant, just","","","",""
"Queen Mama's Kitchen","406 SW Oak St, Portland, OR 97204, USA","(971) 864-4444","https://queenmamaskitchen.com/?utm_source=google","https://maps.google.com/?cid=10460142581866878375&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","573","5","5","0","5","amb","5","I stopped at this Saudi Arabian restaurant in downtown Portland during a layover and ended up really impressed. I ordere","","","",""
"Mucca Osteria","1022 SW Morrison St, Portland, OR 97205, USA","(503) 227-5521","http://www.muccaosteria.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=311284b5-a632-46cd-949e-792c10c37b42","https://maps.google.com/?cid=15088642687699123993&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","808","5","5","0","4","Scott Besemann","4","Service is the best you'll experience. Floor staff is attentive, friendly, and helpful. Great experience. Only note woul","","","",""
"Olympia Provisions","107 SE Washington St, Portland, OR 97214, USA","(503) 954-3663","https://www.olympiaprovisions.com/","https://maps.google.com/?cid=1157787888973979999&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1500","5","5","0","5","T Boyle","5","Had family in town with their kiddos and we wanted to do a night out. OP was the perfect choice. The staff was great get","","","",""
"Piattino","1140 NW Everett St, Portland, OR 97209, USA","(971) 983-8000","https://piattinopdx.com/","https://maps.google.com/?cid=17619554407059949433&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","1231","5","5","0","5","Emma Tetlow","5","Sat at the bar with Zach. He was GREAT! Food was so delicious, light but filling. Which I love when I’m going for Italia","","","",""
"Mother's Bistro & Bar","121 SW 3rd Ave, Portland, OR 97204, USA","(503) 464-1122","http://www.mothersbistro.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=fa4c848e-bbb0-45b3-a639-e4ac5a93d41f","https://maps.google.com/?cid=9802941991473875057&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","5438","5","5","0","4","Derrik Ammons","4","They ran out of dumplings for my chicken and dumplings, but it was still delicious served wish mashed potatoes, and I de","","","",""
"Bullard Tavern","813 SW Alder St, Portland, OR 97205, USA","(503) 222-1670","https://www.bullardpdx.com/","https://maps.google.com/?cid=5207126706087217289&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","711","5","5","0","5","Omer Porus","5","After eating here two days in a row, I can confidently say the food at Bullard Tavern is absolutely amazing, especially ","","","",""
"Lilia Comedor","422 NW 8th Ave, Portland, OR 97209, USA","(503) 984-0828","http://www.liliapdx.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10116908362801027932","https://maps.google.com/?cid=18351935091715351956&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","282","5","5","0","4","Ms May","4","Lilia Comedor crafts dishes with the precision of a jeweler-each plate a miniature masterpiece where every ingredient fe","","","",""
"Urdaneta","3033 NE Alberta St, Portland, OR 97211, USA","(503) 288-1990","http://urdanetapdx.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=c7f735f4-6328-4caf-9665-b2fdfaf42804","https://maps.google.com/?cid=12093383493040624214&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","862","5","5","0","5","mona h (Monahonly)","5","Urdaneta is a masterclass in intimate, high-end dining. We booked two weeks out for a birthday celebration, and it was w","","","",""
"Xin Ding Dumpling House 鑫鼎轩 - Downtown Portland","71 SW 2nd Ave, Portland, OR 97204, USA","(503) 345-7777","https://www.xindingdumplinghouse.com/","https://maps.google.com/?cid=9350951092722537719&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","774","5","5","0","4","rasberri jam","4","A great spot for dumplings! Family revisited this restaurant for Chinese New Year after going in June of 2025 and thorou","","","",""
"Bellpine","900 SW Washington St, Portland, OR 97205, USA","(971) 900-4442","https://www.bellpinepdx.com/?scid=feed67b0-9a2f-4de1-8df6-114544116108","https://maps.google.com/?cid=1428035430725370194&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","223","5","5","0","4","Jeff Pollock","4","Update 12-21-25: we went back as just a couple. Got to sit by the window. Views were fantastic. Noise level was high aga","","","",""
"Shalom Y'all","117 SE Taylor St #101, Portland, OR 97214, USA","(503) 208-3661","http://www.shalomyallpdx.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=1e7967f7-164b-40c4-8d50-5ed83ed84e64","https://maps.google.com/?cid=1718632676023178685&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1479","5","5","0","4","Josh Lyman","4","Was excited to come to Shalom Y’all having been to both MEC and Yalla already. I had high hopes, and while we enjoyed ou","","","",""
"kann","548 SE Ash St, Portland, OR 97214, USA","(971) 489-2202","https://kannrestaurant.com/","https://maps.google.com/?cid=4907062322004793210&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1188","5","5","0","5","Toria King","5","One of the best culinary experiences that I have ever had. From the moment we sat down to the last bite of our dessert, ","","","",""
"Alma","5237 NE Martin Luther King Jr Blvd, Portland, OR 97211, USA","(971) 313-9730","https://www.almapdx.com/","https://maps.google.com/?cid=16764731149483107093&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","113","5","5","0","4","Mark","4","The meal was very flavorful and presented beautifully.  However, the portions were significantly small for two people. W","","","",""
"Dolly Olive","527 SW 12th Ave, Portland, OR 97205, USA","(503) 719-6921","http://dollyolivepdx.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=607740b1-c177-4d9d-8348-0cfbeba45699","https://maps.google.com/?cid=9577811146633507627&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","574","5","5","0","4","Jasmine","4","The fettuccine was perfectly seasoned and cooked! Really liked it. Portion was a little small so we were sad how quickly","","","",""
"Constantinople Restaurant Portland","410 NW 21st Ave, Portland, OR 97209, USA","(971) 940-4660","https://www.constantinoplerestaurant.com/","https://maps.google.com/?cid=2952752857875041064&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","474","5","5","0","5","Frank Chiu","5","What an amazing meal! We enjoyed the variety of options on the menu (not your typical Mediterranean food), every dish wa","","","",""
"Higgins","1239 SW Broadway, Portland, OR 97205, USA","(503) 222-9070","http://higginsportland.com/","https://maps.google.com/?cid=17427190921001690893&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1348","5","5","0","4","Rachael Taylor","4","This place had great service,  possibly the best I've ever had! The waiter staff, bartender, people from the kitchen, al","","","",""
"DarSalam Restaurant & Catering (Downtown)","320 SW Alder St, Portland, OR 97204, USA","(503) 444-7813","http://darsalamrestaurant.com/","https://maps.google.com/?cid=13371392444553920928&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","1366","5","5","0","5","Allen Raines","5","Went for a friend's birthday party dinner and found new friends and happiness. Probably the best service I've ever had a","","","",""
"Urban Farmer Portland","525 SW Morrison St, Portland, OR 97204, USA","(503) 222-5700","https://www.urbanfarmersteakhouse.com/","https://maps.google.com/?cid=13816995012983544053&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1050","5","5","0","5","Sharyn Inzunza","5","We experienced Urban Farmer four ways over two days.  One Friday night dinner: Great table and long banquettes under the","","","",""
"Casa Zoraya","841 N Lombard St, Portland, OR 97217, USA","(503) 384-2455","https://www.casazorayapdx.com/","https://maps.google.com/?cid=270493928617608927&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","734","5","5","0","5","Alexander Padden","5","Absolutely wonderful Valentine’s Day experience with my wife. The service was great, the patio was beautifully decorated","","","",""
"Campana","901 NE Oneonta St, Portland, OR 97211, USA","(503) 841-6195","https://www.campanapdx.com/","https://maps.google.com/?cid=1178744219168127200&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","786","5","5","0","5","Alessondra Eckstrom","5","Lovely. Delicious. We had a cozy and very enjoyable meal at Campana. We had the meatballs, arrabbiata, arugula salad and","","","",""
"Hot Suppa","703 Congress St, Portland, ME 04102, USA","(207) 871-5005","http://www.hotsuppa.com/","https://maps.google.com/?cid=8292289507814938786&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","2287","5","5","0","5","Brandon Sebastien","5","i have not had breakfast this good in a while!!! it was great everything was perfect. We were treated with so much respe","","","",""
"Black Star Grill","110 NW 10th Ave, Portland, OR 97209, USA","(503) 206-5993","https://www.blackstargrill.com/","https://maps.google.com/?cid=4081985843179692394&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","250","5","5","0","5","ginger chris","5","The sauces. The vegetarian black eye pea stew. The plantains. Almost queue ethereal music good.  Great food loved beef l","","","",""
"Habibi Restaurant","1012 SW Morrison St, Portland, OR 97205, USA","(503) 274-0628","http://habibirestaurantpdx.com/","https://maps.google.com/?cid=5113020930850532625&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","975","5","5","0","4","j bucky","4","I don’t normally give a 4 star. Its either 1 or 5 but I feel its too harsh to drop this to 1 when its very comparable to","","","",""
"Double Dragon","1235 SE Division St, Portland, OR 97202, USA","(503) 230-8340","http://www.doubledragonpdx.com/","https://maps.google.com/?cid=936855984507714690&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1149","5","5","0","5","Karl Whinnery","5","Rad Portland bar. Great atmosphere. Rad staff.  Delicious food - the corn ribs were a really fun surprise. Burger was so","","","",""
"Besaws","1545 NW 21st Ave, Portland, OR 97209, USA","(503) 228-2619","http://www.besaws.com/","https://maps.google.com/?cid=4636563694925340965&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1620","5","5","0","4","Elizabeth Thomas","4","My first time dining at Besaws and I’m so glad we went!  I’ll start with the one challenge — parking. The location in NW","","","",""
"Love Belizean","1503 SW Broadway, Portland, OR 97201, USA","(503) 421-5599","https://twitter.com/LoveBelizeanPDX","https://maps.google.com/?cid=1877331389154935101&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","410","5","5","0","5","Diana M","5","We were hungry for lunch after driving down from Washington and exploring Portland all morning. I have never had Belizea","","","",""
