business_name,address,phone,website,google_maps_url,rating,total_reviews,reviews_sampled,unanswered_count,unanswered_low_rating,worst_unanswered_stars,sample_reviewer,sample_review_stars,sample_review_snippet,email,email_sent,replied,notes
"Zanzibar","304 E Cesar Chavez St, Austin, TX 78701, USA","(737) 787-6969","https://www.zanzibaratx.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing","https://maps.google.com/?cid=11475250439085377137&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","8351","5","5","0","4","KHAIE","4","My last night in Austin and my gf and I wanted a rooftop bar/lounge where we could just chill, have a few drinks, and ac","","","",""
"Geraldine's","605 Davis St, Austin, TX 78701, USA","(512) 476-4755","https://www.geraldinesaustin.com/","https://maps.google.com/?cid=13309342057162544088&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1748","5","5","0","5","Lynda N.","5","One of the best dining experiences I've had. Our server was so genuinely kind and hospitable. The al pastor is a must, u","","","",""
"Ember Kitchen","800 W Cesar Chavez St Ste PP110, Austin, TX 78701, USA","(512) 291-6846","https://www.emberatx.com/","https://maps.google.com/?cid=1494946675008664282&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","2512","5","5","0","5","Michelle Zins","5","The best restaurant experience we had during our trip to Austin was at Ember! Our server Brian and Chef Kang were amazin","","","",""
"The Dead Rabbit, Austin","204 E 6th St, Austin, TX 78701, USA","(737) 530-8830","http://www.thedeadrabbittx.com/","https://maps.google.com/?cid=9065455841311406874&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","596","5","5","0","4","Kate Rimolo","4","This is a NYC transplant bar. The vibe at both is quite different. I didn’t super appreciate the Christmas lights, as it","","","",""
"Culinary Dropout","11721 Rock Rose Ave #100, Austin, TX 78758, USA","(512) 777-3394","https://www.culinarydropout.com/locations/austin-tx/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps","https://maps.google.com/?cid=16226187467386605821&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","6136","5","5","0","4","Katrina Binaku","4","Overall, I recommend checking this place out. The Domain has tons of shops to walk around . Restaurant is well staffed b","","","",""
"Odd Duck","1201 S Lamar Blvd, Austin, TX 78704, USA","(512) 433-6521","http://oddduckaustin.com/","https://maps.google.com/?cid=12766655180848736231&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","3671","5","5","0","5","Will Parnell","5","As soon as you enter the establishment, you know you're in for a treat! Everyone greets you, the host staff was quick to","","","",""
"Red Ash","Colorado Tower, 303 Colorado St #200, Austin, TX 78701, USA","(512) 379-2906","http://redashgrill.com/","https://maps.google.com/?cid=781942648408772286&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","2396","5","5","0","4","Jason Kim","4","Came here for an anniversary / Valentine’s date and had a good time. Service was quick, attentive, and accommodating. Ha","","","",""
"Moonshine Grill","303 Red River St, Austin, TX 78701, USA","(512) 236-9599","http://www.moonshinegrill.com/","https://maps.google.com/?cid=4403592168116976372&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","7298","5","5","0","4","Kats food cravings and finds","4","The food was very fresh.  Popcorn came out as an appetizer. It had had cayenne pepper all over it so it had a kick that ","","","",""
"Sapori Italian Roots","800 Brazos St ste 215, Austin, TX 78701, USA","(737) 351-9271","https://saporiatx.com/","https://maps.google.com/?cid=1980105960025349979&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","848","5","5","0","5","Lauren Methvin","5","The BEST!! we stopped here on a whim for dinner and I am so glad we did. The pasta alla vodka was freaking amazing. I th","","","",""
"ATX Cocina","110 San Antonio St #170, Austin, TX 78701, USA","(512) 263-2322","http://www.atxcocina.com/","https://maps.google.com/?cid=11583542460671829300&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1903","5","5","0","4","K O","4","Spent a lovely dinner evening at ATX Cocina for my partners birthday. I loved how the whole menu was gluten free. The st","","","",""
