business_name,address,phone,website,google_maps_url,rating,total_reviews,reviews_sampled,unanswered_count,unanswered_low_rating,worst_unanswered_stars,sample_reviewer,sample_review_stars,sample_review_snippet,email,email_sent,replied,notes,email_step1_sent
"Secco Restaurant & Bar","300 S Almaden Ave, San Jose, CA 95110, USA","(408) 947-4444","https://seccorestaurant.com/","https://maps.google.com/?cid=15939757597750166947&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","3.8","86","5","5","2","1","Torsten Rohlfing","1","The food is actually quite good and even reasonably priced. The location is very convenient and the ambience perfectly a","eugene@fsimf.com","","","",""
"The Grill on the Alley","172 S Market St, San Jose, CA 95113, USA","(408) 294-2244","https://www.thegrill.com/","https://maps.google.com/?cid=8698878488011190124&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","623","5","5","2","1","Nicole Victor","1","Our party had extremely high expectations for The Grill on the Alley, but unfortunately, our experience was deeply disap","info@thegrill.com","","","",""
"The GrandView","15005 Mt Hamilton Rd, San Jose, CA 95140, USA","(408) 251-8909","https://www.grandviewsanjose.com/","https://maps.google.com/?cid=5083559617862596176&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1764","5","5","1","3","Joyce Lin","3","My boyfriend took me here to celebrate Valentine's Day and it was a fixed menu with $175 per person. It's my first time","info@grandviewsanjose.com","","","",""
"Naschmarkt Restaurant - Campbell","384 E Campbell Ave, Campbell, CA 95008, USA","(408) 378-0335","http://naschmarktrestaurants.com/","https://maps.google.com/?cid=501271233112563356&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","981","5","5","1","3","gaston daugherty","3","I was expecting original Austrian food . Was disappointed . I thought the sausages would be made in house along with the","info@naschmarktrestaurants.com","","","",""
"District","65 N San Pedro St, San Jose, CA 95110, USA","(669) 292-5252","https://www.districtsj.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website-link","https://maps.google.com/?cid=15673630030547805610&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","851","5","5","1","3","Tzvi Shahar","3","Interesting restaurant, we had dinner here during a Monday and almost ordered the entire menu, food was fresh and we lik","info@districtsj.com","","","",""
"JOEY Valley Fair","2855 Stevens Creek Blvd Suite 1840, Santa Clara, CA 95050, USA","(669) 899-5639","https://joeyrestaurants.com/location/joey-valley-fair","https://maps.google.com/?cid=17200689946577167943&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","2195","5","5","0","4","Elizabeth Yeh","4","This is a belated review, I visited Joey last summer. Overall, their menu is very fusion and diverse, paired with a styl","accessibility@joeyrestaurants.com","","","",""
"Eos & Nyx","201 S Second St #120, San Jose, CA 95113, USA","(408) 831-6880","http://www.eosnyxsj.com/","https://maps.google.com/?cid=12405285157949925557&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","315","5","5","0","5","Wendy Ng","5","Incredible service.  Staff were so friendly and attentive.  Constantly refilling our waters and asking if we want anothe","info@eosnyxsj.com","","","",""
"The Farmers Union","151 W Santa Clara St, San Jose, CA 95113, USA","(408) 277-0545","http://www.thefarmersunion.com/","https://maps.google.com/?cid=10933642169963397892&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","2320","5","5","0","5","Mohit Goenka","5","We had a fantastic experience at The Farmers Union, specifically exploring their vegetarian offerings. Every dish we tri","contact@thefarmersunion.com","","","",""
"Il Fornaio San Jose","302 S Market St, San Jose, CA 95113, USA","(408) 271-3366","https://www.ilfornaio.com/location/il-fornaio-san-jose/","https://maps.google.com/?cid=12746475122430218209&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","1444","5","5","0","4","A K","4","Locate inside the Westin Hotel. Came here for a team lunch. We made reservations, so we didn't have to wait. Our server","sanjose@ilfo.com","","","",""
"San Pedro Square Market","87 N San Pedro St, San Jose, CA 95110, USA","(408) 849-4716","https://sanpedrosquaremarket.com/","https://maps.google.com/?cid=13091262678725062769&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1350","5","5","0","4","Kathleen Valerio","4","We stopped into the Playback station in the market place for coffee before heading to Christmas in the park.  The coffee","user@domain.com","","","",""
"BJ's Restaurant & Brewhouse","511 Coleman Ave, San Jose, CA 95110, USA","(408) 343-7230","https://www.bjsrestaurants.com/locations/ca/san-jose","https://maps.google.com/?cid=3228849561342076633&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","2746","5","5","0","4","Quinn Calvert","4","A decent chain brewhouse restaurant with good selection of self brewed and guest beers - along with a respectable offeri","info@bjsrestaurants.com","","","",""
"The Club On Post","43 Post St, San Jose, CA 95113, USA","(408) 352-5286","http://theclubonpostca.com/","https://maps.google.com/?cid=75820945619409542&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","100","5","5","0","5","Meera Patel","5","Excellent service and atmosphere, we sat at the bar and had a nice chat. Food was really good especially the French toas","info@theclubonpost.com","","","",""
"Home Eat汉家宴 - San Jose","88 S 4th St STE 150, San Jose, CA 95112, USA","(408) 899-8627","https://homeeat.com/","https://maps.google.com/?cid=5894274947122402309&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","1203","5","5","0","4","Paul Rosenthal","4","Definitely get the classic fried chicken wings.  Such a rocking sauce and the wings are meaty and crispy.  Don't get the","info@homeeat.com","","","",""
"Suspiro","3060 Olsen Dr Suite 20, San Jose, CA 95128, USA","(408) 703-3886","http://suspirosj.com/","https://maps.google.com/?cid=5338194004148484689&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","762","5","5","0","4","Chérie Zulim","4","I came here for NYE with my date and we had a great time with good service despite it being more crowded than usual and","info@suspirosj.com","","","",""
"Morton's The Steakhouse","184 S Market St Suite 100, San Jose, CA 95113, USA","(408) 947-7000","https://www.mortons.com/location/mortons-the-steakhouse-san-jose-ca/","https://maps.google.com/?cid=15054343987803030870&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","1160","5","5","0","4","Hit List","4","Half the size of San Francisco location. Same good taste. Best thing I liked was not on the menu: the waitress trainee.","info@mortons.com","","","",""
"Paesano Ristorante Italiano","350 W Julian St, San Jose, CA 95110, USA","(408) 217-9327","https://paesanosj.com/","https://maps.google.com/?cid=7505428228974929621&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1083","5","5","0","4","Vero Moreno-Diaz","4","Cozy, elegant, great food and excellent service! Our server was delightful, attentive, professional, fast and with great","info@paesanosj.com","","","",""
"Goodtime Bar","30 Fountain Alley #160, San Jose, CA 95113, USA","(408) 256-1266","http://www.goodtimebarsj.com/","https://maps.google.com/?cid=6632671421459860084&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","158","5","5","0","5","Anthony Giang","5","On a cold Thursday evening, my partner and I made our way over to Goodtime Bar. Ming, one of the bartenders, had graciou","hello@goodtimebarsj.com","","","",""
"Miller & Lux Restaurant","700 Terry A Francois Blvd, San Francisco, CA 94158, USA","(415) 872-6699","http://www.millerandluxrestaurant.com/","https://maps.google.com/?cid=498485797938547268&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","402","5","5","2","2","Green Man","2","I made reservations well in advance so we could enjoy dinner before a comedy show at Chase Center. Unfortunately, the ex","info@millerandluxrestaurant.com","","","","2026-04-28"
"Absinthe Brasserie & Bar","398 Hayes St, San Francisco, CA 94102, USA","(415) 551-1590","http://www.absinthe.com/","https://maps.google.com/?cid=6425557835396706278&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1801","5","5","2","2","L Oliver","2","People who work here are really nice and friendly hence the 2 stars overall. 5+ stars for them! Unfortunately, food left","talk@absinthe.com","","","","2026-04-28"
"Zuni Café","1658 Market St, San Francisco, CA 94102, USA","(415) 552-2522","http://www.zunicafe.com/","https://maps.google.com/?cid=11491213088621274249&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","2575","5","5","2","3","Michelle Kim","3","Here's an honest review for Zuni, which had been on my list for over a year, but I tried my best not to get myself hyped","info@zunicafe.com","","","","2026-04-28"
"Delancey Street Restaurant","600 The Embarcadero, San Francisco, CA 94107, USA","(415) 512-5179","http://www.delanceystreetfoundation.org/enterrestaurant.php","https://maps.google.com/?cid=10080162167051074226&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1600","5","5","1","3","Brandon","3","I went to Delancey Street Restaurant with my friend, and we’re both in ninth grade. The food was amazing and surprisingl","info@delanceystreetfoundation.org","","","","2026-04-28"
"Seven Hills","1896 Hyde St, San Francisco, CA 94109, USA","(415) 775-1550","https://sevenhillssf.com/","https://maps.google.com/?cid=4292125742157162842&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","905","5","5","1","1","Tomya","1","My friend and I made a reservation for here, it was mid. Our waiter was nice. They informed me that I wasn’t able to mod","info@sevenhillssf.com","","","","2026-04-28"
"Sisterita","669 Commercial St, San Francisco, CA 94111, USA","(415) 649-1919","http://www.sisterita.com/","https://maps.google.com/?cid=3435342571408571843&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","699","5","5","1","3","Simone Alexis Sonnier-Jang","3","I was late to my reservation due to a BART delay and they graciously moved my time for me. When I arrived, I had my bag","user@domain.com","","","",""
"Tartine Bakery","600 Guerrero St, San Francisco, CA 94110, USA","(415) 487-2600","http://www.tartinebakery.com/","https://maps.google.com/?cid=6926389544917822571&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","5857","5","5","1","3","Burt","3","I was rather unimpressed with the baked goods from this this bakery, the service was friendly and efficient and it's def","info@tartinebakery.com","","","","2026-04-28"
"a Mano","450 Hayes St, San Francisco, CA 94102, USA","(415) 506-7401","https://amanosf.com/","https://maps.google.com/?cid=17876618845727866415&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","2277","5","5","1","2","Clara de Soto","2","Really wanted to like this place. The ambiance is lovely, location wonderful. But the food is like microwaved garbage. T","info@amanosf.com","","","","2026-04-28"
"Wayfare Tavern","201 Pine St, San Francisco, CA 94111, USA","(415) 772-9060","https://www.wayfaretavern.com/","https://maps.google.com/?cid=3987028339363157431&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","2967","5","5","1","3","Ce Cee","3","This narrow, intimate restaurant feels like stepping into a cozy country house - dark wood, rich walls, and plush velvet","contact@wayfaretavern.com","","","","2026-04-28"
"Ula Restaurant & Tapas Bar","450 Post St, San Francisco, CA 94102, USA","(415) 999-4950","https://ulasf.com/","https://maps.google.com/?cid=6278337761582435421&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","503","5","5","1","3","Victoria Edwards","3","I really wish I could give more than 3 stars because the food was wonderful and the atmosphere was even better. However,","info@ulasf.com","","","","2026-04-28"
"Rich Table","199 Gough St, San Francisco, CA 94102, USA","(415) 355-9085","http://richtablesf.com/","https://maps.google.com/?cid=8889672814233392895&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","1558","5","5","0","5","Christina N","5","Solid food and service! Booked on open table last min for a Wednesday night and for a reservation for 8:30PM. Restaurant","info@rt-bistro.comlooking","","","","2026-04-28"
"Liholiho Yacht Club","871 Sutter St, San Francisco, CA 94109, USA","","https://lycsf.com/","https://maps.google.com/?cid=12785219178625967625&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","1935","5","5","0","4","Stelios Serghiou","4","Upscale vibe, standout cocktails, but inconsistent kitchen. We had a pleasant evening here; the ambiance is upscale, mod","info@lycsf.com","","","","2026-04-28"
"Kokkari Estiatorio","200 Jackson St, San Francisco, CA 94111, USA","(415) 981-0983","https://kokkari.com/","https://maps.google.com/?cid=12957869814535908416&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","3467","5","5","0","4","Manda E","4","We had a reservation on Sunday. It was nice that they had the exact table ready for us - they were just opening back up","info@kokkari.com","","","","2026-04-28"
"The Progress","1525 Fillmore St, San Francisco, CA 94115, USA","(415) 673-1294","http://www.theprogress-sf.com/","https://maps.google.com/?cid=15124456772888069814&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1286","5","5","0","4","Kyla W","4","I really want to love The Progress (and state bird) because the vibes are so good, the service is great, and some of the","user@domain.com","","","",""
"La Mar Cocina Peruana San Francisco","PIER 1 1/2 The Embarcadero N, San Francisco, CA 94111, USA","(415) 397-8880","https://lamarcebicheria.com/san-francisco/","https://maps.google.com/?cid=12288100453195726903&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","4827","5","5","0","4","Kimberly Do","4","We had a great visit to La Mar. The space is beautiful and very spacious, and we were seated right by the window inside","info@lamarcebicheria.com","","","","2026-04-28"
"Scoma's of Sausalito","588 Bridgeway, Sausalito, CA 94965, USA","(415) 332-9551","http://www.scomassausalito.com/#dining","https://maps.google.com/?cid=8090138921699336056&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","2760","5","5","0","5","T. W.","5","Excellent view of San Francisco, Angel Island, Alcatraz, and the Bay Bridge in the back portion of the restaurant past t","info@scomassausalito.com","","","","2026-04-28"
"Cotogna","490 Pacific Ave, San Francisco, CA 94133, USA","(415) 775-8508","http://cotognasf.com/","https://maps.google.com/?cid=3844909922527115641&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","2174","5","5","0","4","Mahadji Bahi","4","Really enjoyed Cotogna. The lamb ragu pasta was excellent,rich, comforting, and perfectly cooked. Paired it with a rosé","info@cotognasf.com","","","","2026-04-28"
"Abacá","2700 Jones St, San Francisco, CA 94133, USA","(415) 486-0788","http://www.restaurantabaca.com/","https://maps.google.com/?cid=16667242964397114430&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","750","5","5","0","4","Eddie Will Ashley III","4","I went on a double date here, and wow, this place was amazing! I’m not a huge Filipino food fan, but I really enjoyed ho","info@restaurantabaca.com","","","","2026-04-28"
"Marufuku Ramen","1581 Webster St #235, San Francisco, CA 94115, USA","(415) 872-9786","http://www.marufukuramen.com/","https://maps.google.com/?cid=16845894830648429348&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","2995","5","5","0","5","Ricky Da Luz","5","We arrived around 6:30pm on a Wednesday and was told we would be seated within 30 mins, which was to be expected during","user@domain.com","","","",""
"Californios","355 11th St, San Francisco, CA 94103, USA","(415) 757-0994","https://www.californiossf.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website-link","https://maps.google.com/?cid=8442746962918335853&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","550","5","5","0","5","Kai Sheng","5","One of our top dining experiences. The vibe of the entire experience was spectacular from the dark yet vibrant decor, th","info@californiossf.com","","","","2026-04-28"
"Comedor","501 Colorado St, Austin, TX 78701, USA","(512) 499-0977","https://comedortx.com/","https://maps.google.com/?cid=6958240678106455106&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1021","5","5","2","2","james fraasch","2","Drinks were good. Food was…like when your friend says she can elevate a taco by doing something to it and you don’t quit","info@comedortx.com","","","","2026-04-28"
"Corner Restaurant","110 E 2nd St, Austin, TX 78701, USA","(512) 608-4488","https://www.cornerrestaurantaustin.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing","https://maps.google.com/?cid=2814634074907806452&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","17874","5","5","1","3","Bill RB","3","Weekend getaway in Austin, stayed at another hotel but went here for dinner.  Ambience - cool modern vibe, a but dark, b","forms@tambourine.com","","","",""
"Aba Austin","1011 S Congress Ave Bldg 2 Suite 180, Austin, TX 78704, USA","(737) 273-0199","https://www.abarestaurants.com/austin/","https://maps.google.com/?cid=14552229874544202460&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","7366","5","5","1","3","Harv","3","Beautiful place to have a romantic meal with that special someone without having to go dressed up to the 9s and 10s. Thi","info@abarestaurants.com","","","","2026-04-28"
"Hestia","607 W 3rd St #105, Austin, TX 78701, USA","(512) 333-0737","http://hestiaaustin.com/","https://maps.google.com/?cid=11522253544223972272&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","963","5","5","1","2","Анна","2","We visited this fine-dining restaurant, and unfortunately, the experience was quite mixed. Here is my detailed impressio","info@hestiaaustin.com","","","",""
"Eureka!","200 E 6th St, Austin, TX 78701, USA","(512) 735-1144","http://eurekarestaurantgroup.com/blog/locations/austin/","https://maps.google.com/?cid=6298259428620781736&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","2999","5","5","1","3","D K","3","Went at 5pm on a Thursday for my birthday (with a reservation).  Place was almost empty.  We had the Brussels sprouts an","guestservices@eurekarestaurantgroup.com","","","","2026-04-28"
"Upstairs at Caroline","109 E 7th St, Austin, TX 78701, USA","(512) 982-6766","https://www.carolinerestaurant.com/upstairs-at-caroline?utm_source=google&utm_medium=organic&utm_campaign=business_listing","https://maps.google.com/?cid=795394951073857977&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","6680","5","5","1","3","Patra Cardinal","3","Get ready for the smallest tacos in the universe. Even the ingredients was less than what it could fill the taco. It see","forms@tambourine.com","","","",""
"Industry","1211 E 5th St. Ste 150, Austin, TX 78702, USA","(512) 564-8686","http://eastside.industrytx.com/","https://maps.google.com/?cid=4377382864982646783&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1369","5","5","1","1","Real person","1","We sat at the bar and our service was horrible and the food we ordered wasn't very impressive at all. I ordered the indu","eastside@industrytx.com","","","",""
"BOA Steakhouse","300 W 6th St #100, Austin, TX 78701, USA","(512) 651-0700","https://boasteak.com/","https://maps.google.com/?cid=13939485911443936030&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","1591","5","5","1","2","Lydia Huang","2","I really wanted to like this place, especially since everyone I spoke to had a positive experience here. However, it was","info@boasteak.com","","","","2026-04-28"
"Caroline","621 N Congress Ave Suite 101, Austin, TX 78701, USA","(512) 982-6766","http://www.carolinerestaurant.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing","https://maps.google.com/?cid=4093074264320094839&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","14304","5","5","0","4","IBE","4","My friend and I drove to Austin for brunch and absolutely loved the ambiance. The restaurant felt very welcoming, and we","forms@tambourine.com","","","",""
"Corinne Austin","304 E Cesar Chavez St, Austin, TX 78701, USA","(737) 787-7018","https://www.corinneatx.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing","https://maps.google.com/?cid=3011152290769757888&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","5855","5","5","0","4","David Camargo","4","If you’re in Austin and want a restaurant that truly exceeds expectations—especially for a hotel spot—Corinne Austin abs","forms@tambourine.com","","","",""
"Zanzibar","304 E Cesar Chavez St, Austin, TX 78701, USA","(737) 787-6969","https://www.zanzibaratx.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing","https://maps.google.com/?cid=11475250439085377137&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","8351","5","5","0","4","KHAIE","4","My last night in Austin and my gf and I wanted a rooftop bar/lounge where we could just chill, have a few drinks, and ac","forms@tambourine.com","","","",""
"Geraldine's","605 Davis St, Austin, TX 78701, USA","(512) 476-4755","https://www.geraldinesaustin.com/","https://maps.google.com/?cid=13309342057162544088&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1748","5","5","0","5","Lynda N.","5","One of the best dining experiences I've had. Our server was so genuinely kind and hospitable. The al pastor is a must, u","info@geraldinesaustin.com","","","","2026-04-28"
"Ember Kitchen","800 W Cesar Chavez St Ste PP110, Austin, TX 78701, USA","(512) 291-6846","https://www.emberatx.com/","https://maps.google.com/?cid=1494946675008664282&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","2512","5","5","0","5","Michelle Zins","5","The best restaurant experience we had during our trip to Austin was at Ember! Our server Brian and Chef Kang were amazin","info@emberatx.com","","","","2026-04-28"
