business_name,address,phone,website,google_maps_url,rating,total_reviews,reviews_sampled,unanswered_count,unanswered_low_rating,worst_unanswered_stars,sample_reviewer,sample_review_stars,sample_review_snippet,email,email_sent,replied,notes,email_step1_sent
"Holbox","3655 S Grand Ave c9, Los Angeles, CA 90007, USA","(213) 986-9972","http://www.holboxla.com/","https://maps.google.com/?cid=3469853530423318204&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","2654","5","5","0","5","Matthew Bourhis","5","Iconic LA restaurant for fresh sea food. Ceviche and aguachiles are special dishes. Also great tostadas and tacos. They","info@holboxla.com","","","","2026-04-28"
"Redbird","114 E 2nd St, Los Angeles, CA 90012, USA","(213) 788-1191","http://www.redbird.la/","https://maps.google.com/?cid=10616096124520627723&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1810","5","5","0","4","Helen Kim","4","I never really make it to DTLA anymore but if one does, Redbird is pretty great for an intimate dinner, drinks at the ba","info@redbird.la","","","","2026-04-28"
"Water Grill","544 S Grand Ave, Los Angeles, CA 90071, USA","(213) 891-0900","https://www.watergrill.com/la","https://maps.google.com/?cid=3087664812393171324&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","2213","5","5","0","4","Kim Nara","4","If you’re looking for excellent dining in LA, this is a great option. However, the service is extremely slow—our lemonad","jperaza@kingsseafood.com","","","","2026-04-28"
"San Laurel","100 S Grand Ave, Los Angeles, CA 90012, USA","(213) 349-8585","https://www.sanlaurel.com/","https://maps.google.com/?cid=7828775555345993792&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","305","5","5","0","5","Alison Su","5","The view is absolutely amazing and the food did not disappoint. The octopus was perfectly cooked and very tender, the ba","laxav.pdr@conradhotels.com.make","","","","2026-04-28"
"Cali Chilli Downtown LA","200 S Los Angeles St Suit B, Los Angeles, CA 90012, USA","(213) 266-8999","https://www.cali-chilli.com/","https://maps.google.com/?cid=11016714371540867587&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","219","5","5","0","4","PS","4","We were in that area for the game at Crypto Arena and thought to try this one . Nice ambiance with yummy food .though ,","","","","",""
"The Butcher's Daughter","1205 Abbot Kinney Blvd, Venice, CA 90291, USA","(310) 981-3004","https://www.thebutchersdaughter.com/?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_term=venice","https://maps.google.com/?cid=2173408008187024863&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","2896","5","5","0","5","Heather Boswick","5","Such a beautifulllllllll place! From the outside to the inside, such a stunning place with plants, accented wood & just","events@thebutchersdaughter.com","","","","2026-04-28"
"Nick + Stef's Steakhouse","330 S Hope St, Los Angeles, CA 90071, USA","(213) 680-0330","https://www.nickandstefs.com/","https://maps.google.com/?cid=12764470815249894035&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1133","5","5","0","5","funning","5","I went here from a recommendation from a coworker because she raved about the scallop crudo, so we checked it out.  Firs","info@nickandstefs.com","","","","2026-04-28"
"Eggslut","317 S Broadway, Los Angeles, CA 90013, USA","(213) 625-0292","https://grandcentralmarket.com/vendors/eggslut/","https://maps.google.com/?cid=9542565228212065267&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","4662","5","5","0","4","JUSTIN CHEN 俊佳","4","It's on our must try list I'm grand central market!  It didn't disappoint much! We had brunch here and it was great. Alt","info@grandcentralmarket.com","","","","2026-04-28"
"West Restaurant & Lounge","170 N Church Ln, Los Angeles, CA 90049, USA","(310) 481-7878","http://www.westrestaurantla.com/","https://maps.google.com/?cid=10933946822026617957&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","371","5","5","0","4","M Chiquete","4","I stayed at this hotel—and ate at this restaurant—a few years ago, so when I received an email about their Thanksgiving","info@westrestaurantla.com","","","","2026-04-28"
"The Smith","1150 Broadway, New York, NY 10010, USA","(212) 685-4500","https://thesmithrestaurant.com/location/nomad/","https://maps.google.com/?cid=13158571210448955336&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","6268","5","5","1","3","Alex Domovich","3","I have mixed feelings about The Smith, but three stars feels fair — maybe even a touch generous. We booked a table for e","info@thesmithrestaurant.com","","","","2026-04-28"
"Eataly","101 Liberty St, New York, NY 10007, USA","(212) 897-2895","https://www.eataly.com/us_en/stores/nyc-downtown/restaurants","https://maps.google.com/?cid=1416786665941882505&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","6319","5","5","1","3","Piangporn Thongprong","3","I recently visited Eataly’s pasta restaurant and the food was absolutely amazing. The pasta was fresh, perfectly cooked,","info@eataly.com","","","","2026-04-28"
"ONE Dine at One World Observatory","117 West St, New York, NY 10007, USA","(212) 602-4070","https://www.oneworldobservatory.com/bar-restaurant/?utm_source=googlebusiness&utm_medium=organic&utm_campaign=places","https://maps.google.com/?cid=12011241611381638257&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","2209","5","5","1","2","MISTER LJOHNSON","2","I made dinner reservations to celebrate my anniversary, and I wanted to dine with a magnificent view, so I paid the $400","info@oneworldobservatory.com","","","","2026-04-28"
"La Grande Boucherie","145 W 53rd St, New York, NY 10019, USA","(212) 510-7714","https://www.boucherieus.com/","https://maps.google.com/?cid=3122996375818853997&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","10095","5","5","0","5","S","5","We had dinner at La Grande Boucherie last night and had an amazing experience! Our appetizers and entree were cooked to","info@boucherieus.com","","","","2026-04-28"
"The Dead Rabbit","30 Water St, New York, NY 10004, USA","(917) 540-5228","https://thedeadrabbit.com/?utm_source=google_business_profile&utm_medium=gbp_view_website&utm_campaign=google_business_profile","https://maps.google.com/?cid=16891641895788260568&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","8330","5","5","0","4","nanci brillant","4","Definitely an iconic place and super busy no matter when you go. The food was good. Our party ordered multiple different","hello.nyc@thedeadrabbit.com","","","","2026-04-28"
"Harry's","1 Hanover Square, BOWLING GREEN, NY 10004, USA","(212) 785-9200","https://www.harrysbarrestaurant.com/harrys-new-york-city","https://maps.google.com/?cid=17235362062778667261&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1791","5","5","0","5","Peyton Mcginnis","5","Im suggesting that you run here upon reading this review.  Im talking old school feels, premier VIP treatment and food t","nyc@harrysrestaurantgroup.com","","","","2026-04-28"
"Monkey Bar","60 E 54th St, New York, NY 10022, USA","(212) 404-0365","https://nycmonkeybar.com/","https://maps.google.com/?cid=6407762793487689952&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1779","5","5","0","4","Nate B","4","Beautiful atmosphere, great service. I was not sure what to expect from the food because of so many mixed reviews, here","","","","",""
"The Modern","9 W 53rd St, New York, NY 10019, USA","(212) 333-1220","https://www.themodernnyc.com/the-modern/?utm_source=google&utm_medium=gmb","https://maps.google.com/?cid=12751425680490052044&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","2732","5","5","0","4","Tess W","4","I went to The Modern for lunch and did the tasting menu. The food itself was great, everything was thoughtfully done and","info@themodernnyc.com","","","","2026-04-28"
"Time Out Market New York","55 Water St, Brooklyn, NY 11201, USA","(917) 810-4855","https://www.timeoutmarket.com/newyork/","https://maps.google.com/?cid=15282526839072256612&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","7770","5","5","0","5","Wade Z","5","I haven’t been to this area in a while, and I was blown away by the renovation! It’s an amazing spot with a massive vari","infonyc@timeoutmarket.com","","","","2026-04-28"
"Cipriani Downtown","376 W Broadway, New York, NY 10012, USA","(212) 343-0999","https://www.cipriani.com/cipriani-downtown?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-downtown-nyc","https://maps.google.com/?cid=7107003109804812639&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","1462","5","5","0","4","Oliver Schultz C.","4","...ask the Waiter to order what he would take, that's the easy way and it resultados. I can give the Lamb chops a 10 of","downtown@cipriani.com","","","","2026-04-28"
"BLACKBARN","19 E 26th St, New York, NY 10010, USA","(212) 265-5959","https://www.blackbarnrestaurant.com/","https://maps.google.com/?cid=14292924245377741660&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1378","5","5","0","4","Chase Fritchle","4","Nice ambiance, but felt more curated for larger groups. Maybe we were sat in the wrong area. Nice wine lists, gnocchi wa","","","","",""
"Petite Boucherie","First Floor, 14 Christopher St, New York, NY 10014, USA","(646) 756-4145","https://www.boucherieus.com/","https://maps.google.com/?cid=12769026215543562150&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","2059","5","5","0","4","Abraham Morales","4","Petite Boucherie has such a charming atmosphere, the kind of cozy, Parisian-inspired vibe that makes dining here feel sp","info@boucherieus.com","","","","2026-04-28"
"Manhatta","28 Liberty St 60th floor, New York, NY 10005, USA","(212) 230-5788","https://www.manhattarestaurant.com/restaurant-menu/","https://maps.google.com/?cid=6967162704871465124&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","3817","5","5","0","4","Rajeev Jha","4","Visiting Little Italy in New York City with my family was like stepping into a small slice of Europe right in the heart","info@manhattarestaurant.com","","","","2026-04-28"
"COTE Flatiron","16 W 22nd St, New York, NY 10010, USA","(212) 401-7886","https://www.cotekoreansteakhouse.com/","https://maps.google.com/?cid=5391895665971351104&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","4019","5","5","0","4","Ada Kiugo","4","An exceptional dining experience from start to finish. The quality of the meat is outstanding—beautifully marbled, exper","reservation@cotenyc.com","","","","2026-04-28"
"The Malt House","9 Maiden Ln, New York, NY 10038, USA","(646) 682-7577","http://www.themalthousefidi.com/","https://maps.google.com/?cid=12513227316902543654&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","2284","5","5","0","4","David Warfle","4","We really enjoyed our meal at The Malt House. From the moment we walked in, we were greeted by a manager, possibly the o","hello@themalthousefidi.com","","","","2026-04-28"
"Le Bernardin","155 W 51st St, New York, NY 10019, USA","(212) 554-1515","https://www.le-bernardin.com/home","https://maps.google.com/?cid=7298340055988969067&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","4554","5","5","0","4","John Galang","4","Le bernadin has been on my bucket list restaurants ever since I could afford to go out to fine dining restaurants.  Just","gifts@le-bernardin.com","","","","2026-04-28"
"abc kitchen","35 E 18th St, New York, NY 10003, USA","(212) 475-5829","https://www.abckitchen.nyc/","https://maps.google.com/?cid=9199015129918937122&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","3045","5","5","0","4","Sakura","4","We came here for Restaurant Week dinner. Overall, the food was good, but the salmon and burger entrées were both a bit t","info@abckitchen.nyc","","","","2026-04-28"
"Chambers","94 Chambers St #1, New York, NY 10007, USA","(212) 580-3572","http://chambers.nyc/","https://maps.google.com/?cid=17539100859862234710&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","360","5","5","0","5","Sachi Tejani","5","Chef’s counter here is a must. I had been seeing a lot of hype about this place on social media and randomly snagged a r","","","","",""
"1803 NYC","82 Reade St, New York, NY 10007, USA","(212) 267-3000","https://1803nyc.com/","https://maps.google.com/?cid=1614607817747620329&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","2065","5","5","0","4","Jaida Foreman","4","What up, y’all! I’m back again with another date night review ✨this time for 1803 NYC; a Cajun restaurant located in Tri","1803nyc@gmail.com","","","","2026-04-28"
"Crown Shy","70 Pine St Ground Floor, New York, NY 10005, USA","(212) 517-1932","https://www.crownshy.nyc/","https://maps.google.com/?cid=15549094825839982866&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1828","5","5","0","4","FlechaKid","4","Our experience at Crown Shy was generally very good. Below are the key highlights and lowlights of our visit. Highlights","info@crownshy.nyc","","","","2026-04-28"
"M.Bird Rooftop Restaurant, Bar & DJ's","1903 Market St, Tampa, FL 33602, USA","(813) 296-2702","https://www.mbirdtampa.com/","https://maps.google.com/?cid=2018391165695296270&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1966","5","5","1","3","Kristen","3","My husband and I were here for a work event. There was an area roped off for us. My husband really liked the food. He sa","info@mbirdtampa.com","","","","2026-04-28"
"Rocca","323 W Palm Ave, Tampa, FL 33602, USA","(813) 906-5445","https://roccatampa.com/","https://maps.google.com/?cid=11969414653190066132&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1318","5","5","1","1","Andrea Sandoval-Molina","1","I’m really sad to even be writing this because Rocca has truly been my favorite spot in town for a long time. I’ve alway","info@roccatampa.com","","","","2026-04-28"
"Walk-On's Sports Bistreaux - Tampa (Midtown)","1140 Gramercy Ln, Tampa, FL 33607, USA","(813) 771-7100","https://locate.walk-ons.com/fl/tampa/restaurants-441.html","https://maps.google.com/?cid=4635375435467074936&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","5515","5","5","1","3","Alysha","3","The standout aspect of our visit was definitely the drinks. However, the wings and fries had too much salt. While the se","info@locate.walk-ons.com","","","","2026-04-28"
"Riveters Tampa","2301 N Dale Mabry Hwy, Tampa, FL 33607, USA","(813) 559-1450","http://riveterstampa.com/","https://maps.google.com/?cid=15378405145039178802&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1398","5","5","0","5","Charles Baran","5","Loved this place.  We went just before the Hockey at Raymond James.  People were super nice. Quickly seated, drinks with","info@riveterstampa.com","","","","2026-04-28"
"OLIVIA","3601 W Swann Ave, Tampa, FL 33609, USA","(813) 328-8866","https://www.oliviafl.com/","https://maps.google.com/?cid=1738980952521902707&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","2749","5","5","0","5","Lindsay V","5","We had a great meal at Olivia. Walked in on a busy Tuesday night but there were plenty of seats open at the bar. Jared w","team.tampa@oliviafl.com","","","","2026-04-28"
"Kona Grill - Tampa","4134 W Boy Scout Blvd #1, Tampa, FL 33607, USA","(813) 877-5938","https://konagrill.com/locations?locations=Tampa,33607","https://maps.google.com/?cid=3709943122810787567&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","10238","5","5","0","5","Alexis C","5","The atmosphere walking in was nice, chill and welcoming. The fried pickles were deliciously crispy. The crab crunch roll","info@togrp.com","","","","2026-04-28"
"Naked Farmer","1001 Water St, Tampa, FL 33602, USA","(813) 608-0329","https://www.eatnakedfarmer.com/","https://maps.google.com/?cid=17090888003842502133&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","2306","5","5","0","5","France Moise","5","I’m always greeted with the warmest smiles the moment I walk into Naked Farmer. Everyone genuinely seems happy to be the","","","","",""
"Bahama Breeze","3045 N Rocky Point Dr E, Tampa, FL 33607, USA","(813) 289-7922","https://www.bahamabreeze.com/locations/fl/tampa/tampa/3004?cmpid=br:bb_ag:ie_ch:loc_ca:BBGMB_sn:gmb_gt:tampa-fl-3004_pl:locurl_rd:1004","https://maps.google.com/?cid=16939913857477314058&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","19234","5","5","0","4","Rashiadah Weaver","4","I will say all the food was amazing except my order. Compared to others at the table it was a little bit of a let down,","info@bahamabreeze.com","","","","2026-04-28"
"Yard House","450 Channelside Dr, Tampa, FL 33602, USA","(813) 371-5495","https://www.yardhouse.com/locations/fl/tampa/tampa-water-street/8394?cmpid=br:yh_ag:ie_ch:loc_ca:YHGMB_sn:gmb_gt:tampa-fl-8394_pl:locurl_rd:1088","https://maps.google.com/?cid=16740716300267766565&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1538","5","5","0","5","Caro ParG","5","It’s a nice sports bar with a great ambiance. Unfortunately, the service did not meet my expectations the staff was not","info@yardhouse.com","","","","2026-04-28"
"Seasons 52","204 N Westshore Blvd, Tampa, FL 33609, USA","(813) 286-1152","https://www.seasons52.com/locations/fl/tampa/tampa/4511?cmpid=br:s52_ag:ie_ch:loc_ca:S52GMB_sn:gmb_gt:tampa-fl-4511_pl:locurl_rd:1010","https://maps.google.com/?cid=13681205643678199865&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","3965","5","5","0","5","Greg Crossley","5","We’ve been here a few times now and we just love it. I honestly didn’t realize it’s lower calorie healthy food. My wife","info@seasons52.com","","","","2026-04-28"
"American Social - Bar & Kitchen - Tampa","601 S Harbour Island Blvd #107, Tampa, FL 33602, USA","(813) 285-5723","https://americansocialbar.com/locations/tampa/","https://maps.google.com/?cid=12690665343576533944&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","5222","5","5","0","4","Brandon P","4","American bar food with a twist of trying to be mildly more upscale is what I would describe the food served by this plac","info@americansocialbar.com","","","","2026-04-28"
"Ulele","1810 N Highland Ave, Tampa, FL 33602, USA","(813) 999-4952","https://ulele.com/","https://maps.google.com/?cid=7024264887899776259&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","11342","5","5","0","4","E Lee","4","Visited from out of town to see some friends in Tampa. Restaurant came highly recommended. Gorgeous Saturday afternoon.","groups@ulele.com","","","","2026-04-28"
"The Pearl Tampa","823 Water St C100, Tampa, FL 33602, USA","(813) 709-7776","https://thepearlrestaurant.com/locations-menus/tampa/","https://maps.google.com/?cid=5355934940250009208&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1490","5","5","0","4","Xavier Gonzalez","4","What caught my attention is that we made a reservation for a group of 12 people and were seated 30 minutes later. That’s","info@thepearlrestaurant.com","","","","2026-04-28"
"Casa Cami","2545 N Rocky Point Dr, Tampa, FL 33607, USA","(813) 492-8187","https://casacami.com/","https://maps.google.com/?cid=7418213294753293077&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","686","5","5","0","4","Mike Zipko","4","Casa Cami is a nice place overall, but not quite a “wow” experience. The food was good, but nothing especially memorable","info@casacami.com","","","","2026-04-28"
"Midtown Tampa","3659 Midtown Dr, Tampa, FL 33607, USA","(813) 738-4120","http://www.midtowntampa.com/","https://maps.google.com/?cid=98838544871585780&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","785","5","5","0","4","Sarah","4","Midtown Tampa is clean, modern, and has a good overall atmosphere. There’s plenty of space to sit and hang out, which ma","info@midtowntampa.com","","","","2026-04-28"
"Ocean Prime","2205 N Westshore Blvd, Tampa, FL 33607, USA","(813) 490-5288","https://www.ocean-prime.com/locations-menus/tampa","https://maps.google.com/?cid=10961798090660563982&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","4513","5","5","0","5","Carson O","5","Ocean Prime in Tampa, FL is an outstanding dining experience from start to finish. The restaurant has an upscale yet com","info@ocean-prime.com","","","","2026-04-28"
"Oxford Exchange","420 W Kennedy Blvd, Tampa, FL 33606, USA","(813) 253-0222","http://oxfordexchange.com/","https://maps.google.com/?cid=11520336291559321740&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","6698","5","5","0","4","P Chang","4","Fun place and good food (on the pricey side for what you get). The outside dining area with a fountain is lovely but we","info@oxfordexchange.com","","","","2026-04-28"
"Sunda New Asian","3648 Midtown Dr, Tampa, FL 33607, USA","(813) 497-2900","https://sundanewasian.com/","https://maps.google.com/?cid=4677628851260090732&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","1392","5","5","0","5","Sara Cygan","5","First- this is one of our favorite restaurants in Tampa I’ve been to so far and we are foodies who love all types of cui","sr_foh@sundanewasian.com","","","","2026-04-28"
